,title,content
24,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_201"")>","하이키. 사진｜GLG
‘건사피장’ 하이키가 영케이(Young K), 작곡가 홍지상과 다시 뭉친다.<br/>소속사 GLG는 “전작 ‘건물 사이에 피어난 장미(이하 ’건사피장‘)’ 작곡·작사에 참여한 홍지상과 데이식스 영케이가 하이키의 미니 2집 더블 타이틀곡으로 다시 한번 의기투합했다”라고 밝혔다.<br/>하이키는 본격적인 컴백을 앞두고 오는 23일 더블 타이틀곡 ‘불빛을 꺼뜨리지 마(Time to Shine)’ 음원과 뮤직비디오를 선공개한다. ‘불빛을 꺼뜨리지 마’는 작곡가 홍지상의 곡으로 알려지며 기대감이 높아지고 있다.<br/>여기에 오는 30일 앨범 발매일에 공개될 다른 타이틀곡은 홍지상과 영케이의 ‘믿고 듣는 조합’으로 ‘건사피장’에 이은 또 하나의 명곡 탄생을 예감하게 한다.<br/>하이키는 4일 오전 공식 SNS를 통해 두 번째 미니앨범]‘Seoul Dreaming’ 컴백 스케줄러 이미지를 게재했다. 스케줄러에 따르면 하이키는 오는 7일부터 18일까지 콘셉트 포토를 시작으로 개인 그룹별 콘셉트 포토를 순차적으로 공개한다.<br/>21, 22일에는 더블 타이틀곡 ‘불빛을 꺼뜨리지 마’ 뮤직비디오 티저와 온라인 커버, 23일에는 ‘불빛을 꺼뜨리지 마’ 음원과 뮤직비디오를 선공개한다. 24일에는 미니 2집 트랙리스트, 28일 두 번째 타이틀곡 뮤직비디오 티저, 29일 하이라이트 메들리를 공개한 뒤 30일 컴백할 예정이다.<br/>[박세연 스타투데이 기자]"
25,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_202"")>","배우 이다인. <강영국 스타투데이 기자>
MBC 드라마 ‘연인’ 제작발표회가 4일 오후 상암 MBC에서 열렸다.<br/>이날 제작발표회에는 출연배우 남궁민, 안은진, 이학주, 이다인, 김윤우와 김성용 감독 등이 참석했다.<br/>[강영국 스타투데이 기자]"
26,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_203"")>","배우 이학주. <강영국 스타투데이 기자>
MBC 드라마 ‘연인’ 제작발표회가 4일 오후 상암 MBC에서 열렸다.<br/>이날 제작발표회에는 출연배우 남궁민, 안은진, 이학주, 이다인, 김윤우와 김성용 감독 등이 참석했다.<br/>[강영국 스타투데이 기자]"
27,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_204"")>","CJ올리브영이 협력사와의 계약서에 ‘쿠팡에 마음대로 물건을 납품할 수 없다’는 취지의 독소조항을 담은 것으로 확인됐다.<br/>매경이코노미가 단독 입수한 올리브영과 A업체 간 계약서 내용에 따르면 올리브영은 몇몇 베스트셀러 상품을 지목하며 ‘해당 제품 쿠팡 납품 시 사전 협의가 필요하다’고 요구했다. 그동안 “쿠팡 입점을 막은 일이 없다”고 주장해온 올리브영 입장과 상반되는 내용이다. A업체 관계자는 “해당 계약 탓에 쿠팡에는 핵심 제품 납품이 어렵다”고 밝혔다.<br/>A업체와 올리브영 상품 공급 계약서에 포함된 ‘상품의 납품’ 항목에는 ‘올리브영과 협력사는 일정 기간 동안 판매 촉진을 위해 쿠팡 등 타채널 운영 시 사전 협의가 필요하다’고 적혀있다. 이어 ‘상품은 다음과 같다’며 A업체가 판매 중인 베스트셀러 제품의 이름과 용량을 명시했다. 입점 시 사전 협의가 필요하다는 채널 중에는 쿠팡 외에 다른 경쟁사 이름도 있었다.<br/>계약서에 명시된 제품은 A업체가 취급 중인 ‘수입 제품’이었다. PB 제품도 아닌, 수입 제품의 국내 유통 경로를 사실상 제한하는 내용의 계약인 셈이다. A업체는 이번 제보로 자신들이 특정돼 올리브영 거래 중단 등 보복으로 이어질까봐 우려하고 있는 것으로 알려졌다. 입수한 계약서 사진을 기사에 공개하지 않은 이유도 그 때문이다.<br/>해당 계약서는 최근 쿠팡이 올리브영을 ‘납품업체 갑질’로 신고한 건에서 올리브영에 불리하게 작용할 가능성이 있다. 쿠팡은 ‘지난 4년간 올리브영이 영세 화장품 업체 쿠팡 납품을 금지하거나 거래 불이익을 주면서 사업에 막대한 지장과 피해를 입었다’며 올리브영을 올 7월 공정위에 신고한 바 있다. 납품업자에게 배타적 거래를 강요하거나 타 사업자 거래를 방해하는 행위는 대규모유통업법과 공정거래법 위반 사유가 된다.<br/>쿠팡은 A업체 외에도, 올리브영과 관계를 의식해 쿠팡과 거래를 중단하거나 규모를 축소한 곳들이 많다며 공정위에 신고를 접수했다. 여러 뷰티업체들이 쿠팡과 진행한 입점 미팅에서 “쿠팡에 주요 인기 화장품을 납품하면 올리브영 매장을 축소하겠다” “쿠팡과 거래하면 대규모 프로모션 행사에 참여할 수 없다”고 토로했다는 입장이다 .<br/>쿠팡 신고와 별개로, 올리브영은 이미 공정위 조사를 받는 중이다. 랄라블라, 롭스 등 경쟁 H&B 오프라인 스토어에 상품을 공급하지 않도록 납품업체에 독점 거래 등을 강요한 혐의다."
28,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_205"")>","배우 이다인(왼쪽)과 이학주. <강영국 스타투데이 기자>
MBC 드라마 ‘연인’ 제작발표회가 4일 오후 상암 MBC에서 열렸다.<br/>이날 제작발표회에는 출연배우 남궁민, 안은진, 이학주, 이다인, 김윤우와 김성용 감독 등이 참석했다.<br/>[강영국 스타투데이 기자]"
29,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_206"")>","일본은 한국보다 훨씬 앞서 ‘묻지마 범죄’가 심각한 사회문제로 떠올랐다. 특별한 동기 없이 불특정 다수를 상대로 위해를 가하는 범죄사건을 일본에서는 ‘토오리마(通り魔) 사건’이라고 부른다. 길거리 악마라는 뜻으로 거리에서 흉기를 휘드르는 살인범을 말한다. 이들을 막으려고 1980년대부터 끊임없이 노력했지만 여전히 출몰하고 있다. 최근에는 증가 추세마저 보이고 있다.<br/>NHK에 따르면 2010년 이후 일본에서는 매년 평균 3~4건씩 발생하고 있으며 지난 2021년부터 2022년 초반까지 15건이 발생했다. 주로 거리나 지하철에서 발생하다가 최근에는 학교에서도 빈번하게 발생하고 있다. 그 길을 우리가 따라갈지 모른다는 우려가 커지고 있다.<br/>일본은 반복되는 ‘묻지마 범죄’에 대해 강력한 처벌로 대응하고 있다. 2008년 7명을 숨지게 한 도쿄 아키하바라 무차별 살상 사건의 범인은 지난해 7월 사형이 집행됐다. 2021년 지하철에서 승객 1명을 흉기로 찌르고 불을 질러 12명을 다치게한 혐의로 기소된 원고 역시 지난 1일 징역 23년형이 선고됐다.<br/>‘거리의 악마’가 늘어나는 배경으로는 거품붕괴 이후 불어닥친 장기 불황 여파로 1990년대 취업 빙하기때 일정 직업이 없는 ‘잃어버린 세대’가 양산됐기 때문인 것으로 분석된다. 잃어버린 세대들은 비정규직을 전전하고 있으며 상당수가 ‘히키코모리’(은둔형 외톨이)로 생활하고 있다. 일본 내각부는 일본에서 나이 불문 전체 히키코모리 숫자를 최소 100만명으로 추정하고 있다. 2008년 글로벌 금융위기때도 실업자가 양산되자 ‘묻지마 범죄’ 건수는 13건으로 급격하게 늘어나기도 했다.<br/>일본 법무성은 ‘묻지마 범죄’ 가해자들은 공통적으로△가족, 친구 등 인간 관계가 거의 없어 사회적으로 고립 △직업이 없거나 직업이 있어도 불안정해 경제적으로 곤란△주거를 자주 옮기는 등 주거상태가 불안정한 특징을 보이는 경우가 많은 것으로 나타났다고 분석했다.<br/>미국에서도 칼 대신 총기를 난사해 불특정 다수를 공격하는 사례가 갈수록 늘고 있다. 2014년부터 작년까지 9년 동안 미국에서 최소 4명이 부상하거나 사망한 총기 난사사건이 약 4000건 발생한 것으로 나타났다. 비영리단체 총기폭력아카이브에 따르면 올 상반기에만 330건 이상 발생한 것으로 집계됐다. 작년에는 647건의 총기 난사 사건이 발생했고 이 중 21건은 다섯 명 이상의 사망자가 발생했다고 뉴욕타임즈(NYT)는 전했다. 신윤재·권한울 기자"
30,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_274"")>",[코스닥(마감)] 1.89포인트(0.21%) 내린 918.43 마감
31,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_275"")>",[머니투데이 홍재영 기자] 4일 코스닥.
32,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_276"")>",배우 안은진이 4일 오후 서울 마포구 MBC 사옥에서 열린 새 금토드라마 '연인'의 제작발표회에 참석해 포즈를 취하고 있다. <br/><br/> <br/> 한윤종 기자 hyj0709@segye.com
33,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_277"")>","[데이터로 보는 증시]
4일 KRX금 가격이 하락 하루만에 반등했다 <br/> <br/><br/> 이날 금 가격은 전일대비 510원(0.63%) 오른 8만 1500원으로 거래를 마감했다. 거래량과 거래대금은 각각 2만 3346g, 18억 9797만원을 기록했다. <br/> <br/><br/> 3일(현지시간) 국제금 가격이 3거래일 연속 하락세를 보였다. <br/> <br/><br/> 이날 뉴욕 상업거래소에서 12월물 금 가격은 전 거래일보다 6.20달러(0.31%) 하락한 온스당 1968.80달러에서 거래를 마쳤다. <br/> <br/><br/> 주초 2000달러 넘어섰던 금 가격이 온스당 1960달러대로 조정받은 모습이다."
34,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_278"")>","건양사이버대 소상공인지원단이 'SK플래닛 소상공인 o2o 디지털 플랫폼 특강'을 진행했다./사진제공=건양사이버대
[머니투데이 권태혁 기자] 건양사이버대학교 산학협력단 산하 소상공인지원단이 지난 2일 'SK플래닛 소상공인 o2o 디지털 플랫폼 특강'을 실시했다고 4일 밝혔다.<br/><br/>이날 특강에 상반기 소상공인 디지털 특성화 대학 수료생과 하반기 교육 참여 예정자 40여명이 참석했다. 강사로 초청된 임승애 SK플래닛 매니저는 다양한 활용사례에 대해 소개했다. <br/><br/>건양사이버대 소상공인지원단은 오는 16일까지 하반기 2차 '소상공인 디지털 특성화 대학' 교육생을 모집한다. 대학과 소상공인시장진흥공단이 공동 운영 중인 온새상 홈페이지에서 지원할 수 있으며, 기타 자세한 사항은 전화문의하면 된다.<br/><br/>한편 '소상공인 디지털 특성화 대학' 교육과정은 △생성형 AI를 활용한 광고 카피 만들기 △사업 계획 및 마케팅 기획서 작성 △상세 페이지와 스마트 스토어 활용법 △네이버 검색 광고 △라이브 커머스와 블로그, 유튜브 영상 제작 등으로 구성됐다."
35,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_279"")>","원료가격 하락에 판매가격도 뚝 ""고부가 스페셜티 제품 확대할 것""
코오롱플라스틱 '차이나플라스(CHINAPLAS) 2023' 전시 부스 전경 [사진제공=코오롱]
코오롱플라스틱은 올해 2분기 연결 기준 매출 1163억원에 영업이익 89억원을 기록했다고 4일 밝혔다. 전년 대비 각각 11.7%, 21.9% 감소한 수치다. <br/> <br/>코오롱플라스틱은 ""경기둔화 우려로 글로벌 시장 고객의 재고 부담이 가중됐고 수요 부진과 가격 경쟁 심화로 이어져 실적이 감소했다""고 분석했다. <br/> <br/>이어 ""국내 시장에서는 자동차 생산량이 증가해 전반적인 판매량은 증가했으나 원료가격 하락으로 판매가격 또한 인하된 것이 이익 감소의 주된 요인""이라고 설명했다. <br/> <br/>코오롱플라스틱은 하반기 전기전자, 생활용품 등의 전방시장 여건이 상반기와 유사한 수준으로 이어지고 자동차 시장에서는 업황 호조세가 지속될 것으로 전망했다. 원가경쟁력 향상 등으로 수익성이 개선될 것으로 기대하고 있다. <br/> <br/>코오롱플라스틱 관계자는 ""전방시장 부진에도 불구하고 폴리옥시메틸렌(POM) 사업부문 수익성은 고부가시장 비중이 높아지며 과거 대비 견조한 수준""이라며 ""상대적으로 가격이 높은 고부가 스페셜티 제품 판매 비중 확대를 통해 수익의 질을 높여갈 것""이라고 밝혔다. <br/> <br/>최서윤 기자 sychoi@asiae.co.kr"
36,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_280"")>","무배당 기조 길어질 전망 대비해 사들이기로
현대캐피탈이 112억원 규모의 자사주 매입을 결정했다. <br/> <br/>현대캐피탈은 자사 보통주 22만2673주를 매입하기로 결정했다고 4일 공시했다. 올해 1분기 기준 총 발행 주식 수의 0.22%에 해당하는 규모다. 주당 매수가는 5만287원으로 총금액은 112억원가량이다. 2021년 기아 특수목적법인이 보유한 현대캐피탈 주식 20%를 인수할 당시의 주가 4만3918원 대비 14.5%가량 높은 가격이다 <br/> <br/>기존 주주들에게 자사주 취득을 알린 뒤 사들이는 방식으로 진행된다. 비상장사인 현대캐피탈의 지분은 1분기 기준 최대주주인 현대차(59.68%), 계열사인 기아(40.10%) 등이 99.78%를 들고 있다. 소액 주주 131명의 물량은 0.22%(22만2673주)에 불과하다. 이번에 매입하기로 한 자사주 규모와 같다. 취득한 자사주는 소각할 예정이다. <br/> <br/>이번 자기주식 양도 신청 기간은 9월 1일부터 9월 20일까지다. 신청한 주주들에게 9월 27일 매도대금을 일괄 지급할 예정이다. <br/> <br/>현대캐피탈 관계자는 ""국내 및 해외사업의 지속적인 확대 속에서 무배당 기조가 길어질 가능성이 있어, 주주 가치 실현에 대한 관심과 의지를 더해 자사주 매입을 결정하게 됐다""고 설명했다. <br/> <br/>이민우 기자 letzwin@asiae.co.kr"
37,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_281"")>","파리 생제르맹(PSG)의 네이마르가 전북 현대와의 경기에서 풀타임 출장을 해 팬들을 기쁘게 한 가운데 앞서 PSG가 방문했던 일본의 팬들은 잔뜩 뿔이 났다.<br/><br/>PSG는 지난 3일 부산 아시아드 주 경기장에서 개최된 친선전에서 전북 현대를 3-0으로 꺾었다. 이날 경기에서 네이마르는 전반 40분 화려한 발기술로 선제골을 넣었고 후반 38분에도 추가 골을 넣는 데 성공했다. 또한, 후반 43분에는 공격수 아센시오에게 능숙한 힐패스로 공을 전달했다. 네이마르를 풀타임 출장한 이 경기에서 2골 1도움으로 활약했다.<br/><br/>이 같은 네이마르의 활약은 경기장을 찾은 팬들과 국내 축구 팬들의 뜨거운 반응을 끌어냈다. 앞서 호날두 '노쇼 사건'을 겪었기에 네이마르의 '쇼타임'이 더욱 빛났다.<br/><br/>그러나 이 같은 활약에 일본 축구 팬들은 대체로 ""배신당했다""는 반응이다. PSG는 앞서 일본투어를 진행했는데 네이마르는 알 나스르, 세레소 오사카, 인테르와의 세 경기 모두 불참했다.<br/><br/>일본 언론은 물론 국내 언론도 네이마르가 건강상 문제로 일본 투어 친선전에 참가하지 못한 만큼 전북 현대와의 경기도 불참할 것으로 전망했다. 하지만 뚜껑을 열어본 결과 네이마르의 활약을 국내 팬들만 마음껏 즐긴 셈이 됐다.<br/><br/>이에 일본 축구 팬들은 ""한국에서만 경기를 나오느냐?"", ""한국 경기에만 나가서 2점을 넣은 것이 웃기다. 저 컨디션이면 일본에서도 나올 수 있었던 것 아니냐?"", ""네이마르 보려고 비싼 티켓을 구입한 사람도 있는데 무시당한 기분""이라며 불만을 터트리고 있다.<br/><br/><br/>기자 : 곽현수<br/>자막뉴스 : 정의진<br/><br/>#YTN자막뉴스 #네이마르 #일본반응"
38,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_282"")>","배우 손호준(왼쪽부터), 강기둥, 공승연, 신경수 감독, 손지윤, 오의식, 김래원이 4일 오후 서울 양천구 SBS 사옥에서 열린 SBS 새 금토드라마 '소방서 옆 경찰서 그리고 국과수(극본 민지은/연출 신경수) 제작발표회에서 포즈를 취하고 있다.
'소방서 옆 경찰서'가 8개월 만에 시즌 2로 돌아왔다. 시즌 2는 소방서와 경찰서에 더해 국과수까지 동참하여 더욱 단단해진 'K-공조극'을 예고했다. 이들은 시즌 1의 인기를 넘어 SBS 시리즈물의 명성을 이을 수 있을까. <br/> <br/><br/> 4일 서울 양천구 SBS 사옥에서 SBS 새 금토드라마 '소방서 옆 경찰서 그리고 국과수'(극본 민지은/연출 신경수)제작발표회가 열렸다. 신경수 감독과 배우 김래원, 손호준, 공승연, 강기둥, 손지윤이 참석해 작품과 관련한 이야기를 나눴다. <br/> <br/><br/> <br/> <br/> '소방서 옆 경찰서 그리고 국과수'(이하, '소옆경2')는 화재 잡는 소방, 범죄 잡는 경찰 그리고 증거 잡는 국과수가 전대미문, 전무후무 사건과 맞서는 업그레이드 공조를 그리는 드라마다. 지난해 12월 최고 시청률 12.3%로 동시간대 시청률 1위로 종영한 '소방서 옆 경찰서'의 새로운 시즌 드라마다. 전개는 시즌 1부터 쫓던 연쇄방화범에 더욱 가까워지며 보다 스펙터클하게 진행될 예정이다. 이에 걸맞게 신경수 감독은 더욱 커진 스케일을 영상미로 증명할 예정이다. <br/> <br/><br/> 신 감독은 ""본격적인 소방-경찰-국과수의 삼각 공조를 통해 잔혹하고 무시무시한 범죄를 해결하는 드라마""라며 ""시즌 2의 대본은 작년에 한참 일찍 나왔는데, 작가님께 대본을 받았을 때 그려내야 할 시퀀스, 주차타워 화재와 그 뒤를 잇는 재난에 가까운 시퀀스들이 목숨을 걸고 하지 않으면 구현하기 쉽지 않겠다는 생각이 들었다. 여러 스태프, 배우와 함께 고민했고 그런 마음가짐에서부터 다른 드라마를 할 때와는 마음가짐이 달랐다""고 전했다. <br/> <br/><br/> <br/> <br/> '소옆경2'으로 2022 SBS 연기대상 '최우수 연기상'을 수상한 김래원은 시즌 2에서도 서사의 핵심인 '진호개'를 연기한다. 김래원은 ""감독님이 시즌 1은 리얼리티와 현실감을 강조하고, 배우들도 거기에 따라 촬영을 했다. 그런데 시즌 2는 극도 풍성해지고 재미있어지며, 좀 더 드라마적인 요소와 장면이 많은 거 같다""고 설명했다. <br/> <br/><br/> <br/> <br/> 태원소방서 화재진압대원 '봉도진'을 연기하는 손호준은 ""시즌 2도 대본을 정말 재미있게 읽었다. 시즌 1때 너무 좋은 분들과 작품을 함께 했기 때문에 시즌 2까지 오랫동안 함께 하고 싶은 마음이 컸다. 특히 김래원 선배님께 많이 배웠다""며 시즌 2를 함께하게 된 소감을 전했다. <br/> <br/><br/> <br/> <br/> 태원소방서 구급대원 '송설'을 연기하는 공승연은 ""시즌 2가 더 재난 같은 상황이 많아져서 구급대원이 할 일이 많아졌다. 더 빠르게 뛰어야 하고, 설이의 입장에서 봤을 땐 주변 사람들이 많이 위험해진다. 주변 사람을 지키기 위해 더 노력하고 땀 흘린다. 죽음에 맞서서도 무섭지가 않다는 강인한 모습을 중점적으로 생각했다""고 설명했다. <br/> <br/><br/> <br/> <br/> <br/> <br/><br/> 태안경찰서 형사팀 '공명필'을 맡은 강기둥은 진호의 파트너로서 유쾌한 케미스트리를 보인다. 강기둥은 ""시즌 1에 비해 빌런들이 강력해졌다. 빌런들이 강력해진만큼 저희도 더 강한 저희 팀을 꾸려서 시청자에게 풍성한 볼거리를 제공할 예정""이라고 밝혔다. <br/> <br/><br/> <br/> <br/> 국립과학수사연구원 법의관 '윤홍'을 연기한 손지윤은 이번 시즌에서 더욱 큰 활약을 보일 예정이다. 손지윤은 ""시즌 1에서는 국과수가 법의학 관련된 부검을 많이 했다면, 시즌 2에서는 사건이 막강해지면서 법의학 뿐만 아니라 다양한 수사 기법들이 보여질 예정이다""고 예고했다. <br/> <br/><br/> <br/> <br/> 시즌 2부터 새롭게 합류하는 오의식은 국립과학수사연구원 법공학자 '강도하'를 연기한다. 오의식은 ""시즌 1을 너무 재미있게 봤던 시청자 중 한 명이었기 때문에 시즌 2에 참여하는 것만으로도 영광스럽다. 평소에 좋아하던 배우 분들이 많고, 좋아했던 감독님이어서 안 할 이유 없이 감사한 마음으로 참여하게 됐다""고 밝혔다. <br/> <br/><br/> 드라마는 소방-경찰-국과수의 삼각 공조와 인적수사, 과학수사, 심리수사, 법의학, 법과학까지 동원했다. 국내 드라마에서는 최초로 시도하는 법과학이라는 소재가 진득하게 등장하며 시청자들의 흥미를 유발할 예정이다. <br/> <br/><br/> 손지윤은 ""시즌 2는 공조의 스펙트럼이 점점 넓어지면서 국과수, 법의학 뿐만 아니라 법과학을 통한 다양한 수사 기법을 보여드릴 수 있을 것이다. 이런 드라마는 처음이지 않을까 확신한다. 지켜보시면 사건들을 해결하는 과정에서 시즌 1보다 훨씬 업그레이드 된 것을 느낄 수 있을 것""이라며 기대했다. <br/> <br/><br/> <br/> <br/> 김래원과 강기둥의 브로맨스, 김래원-공승연-손호준의 삼각관계 등 캐릭터의 케미스트리도 관전 포인트다. 김래원은 ""시즌 1에서 저랑 강기둥 배우의 호흡이 반응이 좋았다. 시즌 2에서는 저희가 더 업그레이드된 재미가 있고, 추가로 전성우 배우도 나온다. 오의식 배우랑도 호흡이 좋다. 좀 더 재미있는 장면이 많을 것""이라고 예고했다. <br/> <br/><br/> 신 감독은 ""시즌 2에서는 극적이고 스펙타클한 사건도 많지만, 그에 못지 않게 시즌 2에서는 시즌 1에서 만들어진 관계가 익어가는 모습이 보여진다. 각 팀별의 팀워크, 팀끼리의 공조를 보는 맛이 있다. 스펙타클 뿐만 아니라 사람들을 따라가는 재미도 쏠쏠할 것""이라고 짚었다. <br/> <br/><br/> <br/> <br/> <br/> <br/><br/> '낭만닥터 김사부', '모범택시' 등 최근 SBS는 시리즈물 드라마로 좋은 성적을 얻고 있다. '소옆경2'은 시즌 1의 성적인 평균 시청률 10%를 넘겨 좋은 반응을 얻을 수 있을까. 우선 더욱 커진 스케일과 익어가는 관계, 막강한 사건이 몰아치는 속도감 등 모든 요소가 더욱 재미있어졌다고 배우들은 강조했다. <br/> <br/><br/> 공승연은 ""국과수가 본격적으로 합류하게 되면서 사건이 더 커지고, 범인이 조금 더 악랄해지고, 교묘해지고, 대한민국의 안전을 많이 위협할 만한 재난 같은 상황이 펼쳐진다. 시즌 1과는 다르게 스케일이 커졌다. 이미 시즌 1에서 훌륭한 배우들과 함께 호흡을 맞춰 왔는데, 시즌 2는 그걸 이어 받아서 저희끼리 케미스트리가 좋아져서 더 좋은 연기가 나왔다""고 자신했다. <br/> <br/><br/> 김래원은 ""제가 시즌 1부터 감독님 졸졸 따라다니고 귀찮게 하면서 현장에서 감독님을 유심히 관찰했다. 감독님이 시즌 1보다 더 많은 부분을 보완하고 강화했다. 연출하시는 색깔이나 느낌들이 시즌 1과는 많이 다르다고 우리 배우들도 느꼈고, 그런 부분을 배우들도 기대하고 있다. 감독님이 다른 방식으로 연출을 푸신 것 같다""고 기대했다. <br/> <br/><br/> <br/> <br/> <br/> <br/><br/> 신 감독은 시즌 1과 2의 끈끈한 유기성을 드라마의 특장점으로 꼽았다. 신 감독은 ""저희는 시즌 1을 기획했을 때 시즌 2를 미리 준비해 놓고 시작했다. 연말에 시청자들이 시즌 1을 봤을 때 '드라마를 이렇게 끝내는 게 말이 되냐'라고 화내는 경우가 있었는데, 그 지점이 바로 다른 부분""이라며 ""시즌 2는 연쇄방화범이 누구인지와, 진호개가 해결하지 못했던 최종 빌런이 세 팀의 공조로 잡히게 된다. 시즌 1과 2가 내적 인과 관계가 굉장히 이어져 있다는 점에서 차이가 있다""고 강조했다. <br/> <br/><br/> 시즌제 드라마의 장점은 기존 시청자를 안정적으로 흡수할 수 있고, 탄탄하게 쌓인 서사에 물감을 덧입히듯 이야기를 확장해 나갈 수 있다는 점이다. '소옆경2'도 시즌 2 이상의 이야기를 펼쳐나갈 수 있을까. <br/> <br/><br/> 신 감독은 ""시즌 2가 사랑을 받아 어느 누구라도 '왜 시즌 3을 하지 않는거야', 이런 말이 나오게끔 만드는 게 제 최대의 목표다. 저랑 작가님을 비롯해 '소옆경2' 모든 관계자들이 그렇게 되기를 기대하고 있다. 그리고 작가님은 벌써 시즌 3, 4, 5까지 준비가 되어 있는 걸로 안다. 어제 들어온 정보""라며 웃었다. <br/> <br/><br/> 이어 ""시즌 1보다 시즌 2가 이야기를 물고 물고 물어가는 재미가 더 있을 거다. 오늘 밤 '소경국'을 보신 분들은 채널 고정으로 저희 드라마를 계속 보시지 않을까""라고 자신했다. <br/> <br/><br/> 김래원은 ""확실한 건 종합적으로 편집실이나 내부적으로 들은 이야기가, '시즌 1보다 재밌다'이다. 제가 여러군데에서 확인했다. 기대 많이 해달라""며 웃었다. <br/> <br/><br/> '소방서 옆 경찰서 그리고 국과수'는 이날 오후 10시에 첫 방송된다."
39,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_283"")>","안산도시공사 제공
<br/> <br/>[파이낸셜뉴스 안산=노진균 기자] 경기 안산도시공사는 헬스장 이용고객이 올바른 운동기구 사용법과 주의사항을 손쉽게 영상으로 확인할 수 있는 QR코드 시스템을 구축했다고 4일 밝혔다. <br/> <br/>공사에 따르면 QR코드 시스템이 적용된 시설은 안산도시공사가 운영하는 모든 헬스시설(상록수체육관·감골시민홀·와동체육관·성호체육문화센터·올림픽기념관·선부다목적체육관)이다. <br/> <br/>사용방법은 헬스장 이용고객이 운동기구에 부착된 QR코드를 스마트폰으로 스캔하면 공사 운동 지도사가 영상을 통해 운동기구 사용법과 주의사항을 설명하는 방식이다. <br/> <br/>QR코드가 부착된 운동기구는 헬스장 이용고객이 자주 이용하는 상체운동기구 7개, 하체운동기구 4개, 복부운동기구 1개 등 모두 12개다. <br/> <br/>공사는 이를 통해 헬스장 초보자나 노약자 등 누구나 쉽게 운동기구를 이용하고, 안전사고도 예방할 수 있을 것으로 기대하고 있다. <br/> <br/>올해 구축을 완료한 QR코드 시스템은 작년 진행된 시민혁신 아이디어 공모전에서 시민이 제안한 아이디어를 실제 시설운영방식에 구현한 것이다. 당시 공모에 참가한 한 시민은 “언택트 시대에 맞게 대면지도 방식이 어려운 고객을 위해 올바른 운동방법과 운동기구 사용법을 영상 콘텐츠로 제작해달라”고 제안한 바 있다. <br/> <br/>이진욱 공사 체육운영부장은 ""앞으로도 공공체육시설 이용고객의 만족도를 높이기 위해 다양한 서비스를 지속 개발해 제공하겠다""고 말했다."
