,content
90,"왼쪽부터 윤준희·임국정·한상호·김강 선생.[사진=국가보훈부]
  <br/>국가보훈부는 일본군 자금을 탈취해 독립운동에 기여한 윤준희·임국정·한상호 선생과 중국에서 한인청년들을 규합했던 김강 선생을 8월의 독립운동가로 선정했다고 31일 밝혔다. <br/>  <br/>일본군 자금 탈취 사건은 1920년 1월 4일 일본돈 15만원을 운반하는 일본 호송대가 함경북도 회령군에서 북간도 용정을 향해 출발하자, 첩보를 입수하고 간도 용정촌 부근에서 대기하던 선생들이 습격해 돈을 빼앗은 작전이다. <br/>  <br/>보훈부에 따르면 일본돈 15만원은 현재 화폐가치로 정확하게 환산하기는 어렵지만 당시 소총 5000정과 탄환 50만 발을 살 수 있는 거금이었다. <br/>  <br/>윤 선생 등은 탈취한 자금을 대한국민의회 선전부에 헌납하기로 하고, 다음 날 대한국민의회 서기이자 철혈광복단장이던 전일과 만나 무기구매, 사관학교 건립 등 구체적인 사용계획을 세웠다. <br/>  <br/>하지만 정보가 유출되면서 같은 달 31일 일본경찰에 체포돼 1921년 8월 25일 서대문형무소에서 순국했다. <br/>  <br/>김강 선생도 이른바 ‘간도 15만원 사건’ 연루자란 이유로 1920년 중국 옌지현 부근에서 일본군 기병연대에 체포됐고, 이후 옌지현에서 피살돼 순국했다. <br/>  <br/>정부는 윤준희·임국정·한상호 선생에게 1963년 건국훈장 독립장을, 김강 선생에게는 1995년 건국훈장 독립장을 추서했다. <br/>  <br/> <br/>아주경제=조재형 기자 grind@ajunews.com"
91,박셀바이오는 진행성 췌장암 환자에서 자연살해세포와 mFOLFIRINOX 병합치료의 임상 2a상 연구에 대한 변경승인신청을 했다고 31일 공시했다. <br/> <br/>임상시험 목적은 이전에 화학요법으로 치료받은 적인 없는 진행성 췌장암 환자에 대해 1차 치료법으로 Vax-NK/HCC와 mFOLFIRINOX 병합요법의 유효성 및 안전성을 평가하기 위해서다. 임상시험 승인기관은 식품의약품안전처고 변경신청 사유는 새로운 적응증 추가다. 사측은 추후 임상시험계획 승인 시 관련 공시를 즉시 제출할 계획이다. <br/> <br/>아주경제=이재빈 기자 fuego@ajunews.com
92,"조직폭력배 등 2000여 명에게 문신을 불법시술한 업자. 광주지검 제공
검찰이 조직폭력배(조폭) 문신을 불법으로 새기면서 의료용 마약류까지 무단으로 소지한 업자들을 재판에 넘겼다. 이들은 미성년자에게도 ‘조폭문신’을 불법 시술하면서 총 25억 원을 챙긴 것으로 드러났다. <br/> <br/>광주지검 반부패강력수사부(부장검사 최순호)는 31일 조직폭력배 등 2000여 명에게 문신을 불법시술하거나 문신업소에서 의료용 마약인 펜타닐을 소지한 전문업자 12명 등 총 16명을 적발했다고 밝혔다. 검찰은 이들을 마약류 관리에 관한 법률위반(향정), 보건범죄단속에 관한 특별조치법위반(부정의료업자) 등의 혐의로 기소했다. <br/> <br/>앞서 검찰은 다수의 조직폭력배 간 집단 난투극을 수사하는 과정에서 조폭문신이 폭력조직 가입의 필수조건인 사실을 확인했다. 이에 조폭들이 문신을 드러낸 채 공개된 장소를 활보하며 불안·공포감을 조성하는 상황을 바로잡고자 조폭문신 전문 시술업자들에 대한 직접수사를 개시했다. <br/> <br/>수사결과 이들은 2014년 10월부터 올해 2월까지 SNS에 문신 광고를 하며 손님을 모았다. 이들은 특히 국제PJ파 등 조직폭력배들로부터 25억 원을 받은 뒤 조폭문신을 시술한 것으로 드러났다. <br/> <br/>조폭문신은 조직폭력배들이 하는 특유의 문신으로 시술 비용은 1인당 200만~500만 원 상당이 드는 것으로 알려졌다. 특히 전신에 조폭문신을 할 경우 1000만 원대의 비용이 드는 것으로 알려져 있다. <br/> <br/> <br/>이들은 불법시술을 통해 벌어들인 범죄수익금으로 아파트와 고급외제차, 시계 등을 구입해 은닉한 것으로 조사됐다. 검찰은 이들로부터 25억 원 상당의 범죄수익금을 추징·보전했다. <br/> <br/>이들은 휴대전화에 ‘폭력조직 계파별’ 카테고리를 별도 저장 및 관리하면서 조직원들과 호형호제하며 경조사를 챙기는 등 불법 수익을 위해 조직폭력배들과 밀접하게 결탁한 사실도 확인했다. <br/> <br/>검찰은 이들로부터 시술자 명단을 확보해 분석하면서 폭력조직 신규 가입자를 찾아내 폭력행위 등 처벌에 관한 법률위반(단체 등의 구성·활동)으로 기소하고, 폭력조직에 가입하고자 조폭문신을 시술받은 미성년자가 32명, 그중 4명이 실제 폭력조직에 가입한 사실과 문신 시술비용 마련을 위해 공갈 등 범죄까지 저질러 소년원에 입소한 사실도 추가로 확인했다. <br/> <br/>검찰 관계자는 “폭력조직과 결탁해 불법을 저지르고 경제적 이익을 취득하는 세력을 엄단함으로써, 국민의 안전과 평온한 삶이 보장될 수 있도록 최선을 다할 것”이라고 밝혔다. <br/> <br/>최재호 동아닷컴 기자 cjh1225@donga.com"
93,"3위에 오른 신수민과 이환희. 대한근대5종연맹 제공
신수민과 이환희(이상 서울체고)가 2023 근대5종 19세 이하(U-19) 세계선수권대회에서 혼성계주 동메달을 목에 걸었다.<br/><br/><br/><br/>신수민과 이환희는 31일(한국시간) 튀르키예 이스탄불에서 열린 대회 혼성계주 경기에서 총점 1324점을 얻어 동메달을 차지했다. 앞서 여자 개인전에서 은메달을 따낸 신수민은 이번 대회 2번째 메달을 손에 넣었다. <br/><br/><br/><br/>이날 신수민과 이환희는 펜싱 3위, 장애물 경기 7위, 수영 3위를 기록하며 상위권 성적을 유지했다. 최종 순위가 가려지는 마지막 종목 레이저런에서 프랑스와 이집트의 뒤를 이어 3번째로 골인했다.<br/><br/><br/><br/>한국 대표팀은 조한서(부산체고)와 이주찬(서울체고)이 남자 계주 우승을 차지했다. 한국은 금메달과 은메달, 동메달을 하나씩 획득해 대회를 마감했다.<br/><br/><br/><br/>정세영 기자"
94,"문화체육관광부 등이 주최하고 한국콘텐츠진흥원이 주관하는 '2023년 하반기 이달의 우수게임' 참가사를 다음달 17일까지 모집합니다. <br/><br/>'이달의 우수게임'은 국내 우수게임에 대한 시상과 홍보 지원을 통해 게임 창작을 활성화하고 제작 의욕을 고취시키기 위한 사업으로, <br/><br/>1997년부터 오랜 기간 진행되면서 PC 패키지 게임, 온라인 게임, 모바일 게임 등 시대별 달라지는 트렌드와 인기 게임을 파악할 수 있어 한국게임시장의 변화와 흐름을 엿볼 수 있는 척도로 자리 잡았습니다. <br/><br/>이번 하반기에는 기획 우수성, 디자인, 사업성, 수익성, 콘텐츠 경쟁력 등을 기준으로 일반게임, 기능성게임, 인디게임 부문에서 총 8개 작품을 선정할 계획으로 전해졌습니다.<최한성(hsforyj@obs.co.kr)>"
95,"광주은행이 다음 달 25일까지 여름 휴가철을 맞아 ‘2023 SUMMER 환전 페스티벌’ 이벤트를 펼친다. <br/> <br/>미국달러(USD)와 일본엔화(JPY), 유럽유로화(EUR)를 최대 80%, 중국위안화(CNY)를 최대 40%까지 환율 우대해 준다. <br/> <br/>한도는 미화 1000달라, 엔화 10만엔, 유로화 1000유로, 위안화 1만위안까지 신청할 수 있다. <br/> <br/>이벤트 참여 과정에서 상품 서비스 안내에 동의하면, '꽝 없는 모바일 행운의 복권'도 준다. <br/> <br/>당첨 순위에 따라 백화점 상품권 100만원(1명), 50만원(1명), 광주은행 기프트카드 5만원(10명), 스타벅스 기프티콘 5000원(200명), 환율 우대쿠폰(상기 경품 미당첨 고객) 등을 제공한다. <br/> <br/>호남취재본부 박진형 기자 bless4ya@asiae.co.kr"
96,"그룹 뉴진스(New Jeans)와 엔시티 드림(NCT DREAM)이 한터차트에서 눈부신 성과를 거뒀다. <br/> <br/>세계 유일의 실시간 음악차트인 한터차트는 오늘(31일) 오전 10시, 2023년 7월 5주 차 주간차트를 발표했다. 이에 따르면 뉴진스와 엔시티 드림이 1위 자리에 올랐다. <br/> <br/>미니 2집 'Get Up'으로 돌아온 뉴진스가 7월 5주 월드차트 1위의 자리를 차지했다. 월드차트는 음반, 음원, 인증, SNS, 미디어 등 케이팝 아티스트의 글로벌 데이터를 바탕으로 집계, 발표되는 한터차트의 종합차트다. 뉴진스의 월드 지수는 2만1314.58점으로, 월드차트의 5개 부문 중 음반과 음원 부문에서 만점에 가까운 높은 점수를 기록하며 글로벌 팬덤의 화력을 드러냈다. 뉴진스에 이어 엔시티 드림이 월드 지수 1만6277.99점으로 2위, 트레저가 월드 지수 1만2139.88점으로 3에 안착했다. <br/> <br/>뉴진스의 1위 행보는 주간 음반차트에서도 계속됐다. 지난 24일부터 30일까지 집계된 주간 음반차트에서 'Get Up'은 음반 지수 55만9793.50점 (판매량 47만3757장)을 기록했다. 'Get Up'은 직전 앨범인 'New Jeans' 초동 판매량의 2배 이상을 뛰어넘으며 뉴진스의 커리어 하이 앨범으로 자리잡았다. <br/> <br/>주간 음반차트 2위는 트레저의 'REBOOT'로, 음반 지수 26만6462.00점 (판매량 22만8897장)을 기록했다. 3위는 셔누X형원의 'THE UNSEEN'이 차지하며 음반 지수 10만8425.66점 (판매량 9만929장)을 기록했다 <br/> <br/>한편, 주간 인증차트에서는 엔시티 드림이 1위였다. 'ISTJ'는 지난 한 주간 홍콩 지역에서 가장 높은 인증률을 보였다. 그 외에도 태국, 싱가포르, 프랑스, 캐나다 등 다양한 대륙과 지역에서 엔시티 드림의 앨범을 인증했다. 엔시티 드림의 글로벌 인기를 체감할 수 있는 대목이다. 인증차트에서는 엔시티 드림에 이어 엑소가 2위, 오드아이써클이 3위에 올랐다. <br/> <br/>한터차트의 7월 5주 차 주간 차트 집계 기간은 지난 24일부터 30일까지다. 월드차트는 케이팝 아티스트의 글로벌 데이터를 바탕으로 발표되고, 음반차트 순위는 전 세계 음반 판매량을 바탕으로 한 음반 지수를 기준으로 발표된다. 인증차트는 해외 팬들의 정품 앨범 인증량을 기준으로 한다. <br/> <br/>각 앨범 차트 성적 및 판매량에 대한 더 자세한 내용은 모바일 '후즈팬(Whosfan)' 앱과 한터차트 홈페이지를 통해 확인할 수 있다. <br/> <br/>slee_star@fnnews.com 이설 기자 사진=한터차트"
97,"경기도 제공
폭염 대비 비타민, 미네랄 등 면역증강제 25t 지원 <br/>안개 분무 시설, 정수시설, 환풍기, 냉난방기, 차열 페인트 등 시설 장비 지원 <br/> <br/> <br/> <br/>[파이낸셜뉴스 의정부=노진균 기자] 여름철 폭염에 따른 가축 폐사 등 축산 농가 피해 예방을 위해 경기도가 올해 총 사업비 393억원을 투입한다. <br/> <br/>31일 경기도에 따르면 지난 2018년 기록적 폭염으로 대규모 가축 피해 발생 이후 양돈, 가금 농가를 대상으로 폭염대비 면역증강제, 냉난방기, 환풍기, 차열페인트 등을 지원했다. 이처럼 폭염으로 인한 가축 피해 최소화에 노력한 결과 2018년 134만 2천두였던 피해 규모가 2022년 10만 3천두로 급격히 감소했다. <br/> <br/>도는 올해도 취약 농가 2000개소에 폭염대비 면역증강제 25t을 지원하고 축종별 안개 분무 시설, 정수시설, 환풍기, 냉난방기, 차열 페인트 등 시설 장비를 지원할 계획이다. <br/> <br/>또, 가축 폐사 등 피해 발생 시 축산재해 긴급 지원으로 폐사 가축의 신속한 처리로 2차 환경오염 등을 예방하고, 보험 제도를 활용한 경영지원 확대를 위해 가축재해보험 가입지원 총사업비 33억 원을 이번 추경에 증액 신청했다. <br/> <br/>더불어 여름철 송풍 팬 가동, 지붕 물 뿌리기, 차광막 설치, 소량씩 잦은 사료 공급과 사료 조 청소, 신선한 물 공급, 농장 안과 밖의 정기적 소독 실시 등 폭염 대응 가축 관리 행동 요령을 배포하는 등 피해 최소화를 위해 총력을 기울이고 있다. <br/> <br/>이강영 경기도 축산정책과장은 ""더위에 취약한 닭·오리에 대해 비타민C, 미네랄, 칼슘 등 면역증강제 급여로 고온에 의한 스트레스를 감소시켜 줄 필요가 있으며, 피해 발생하면 빠르게 복귀될 수 있도록 축산농가에 가축재해보험 가입을 당부드린다""라고 말했다."
98,"푸틴 대통령(오른쪽)과 메드베데프 국가안보회의 부의장 [epa 연합뉴스 자료사진. 재판매 및 DB 금지]
[파이낸셜뉴스] <br/>‘푸틴의 입’으로도 불리며 블라디미르 푸틴 러시아 대통령의 최측근 인사로 통하는 드미트리 메드베데프 국가안보회의 부의장이 또다시 ‘핵무기’ 카드를 꺼내들며 우크라이나와 서방을 위협했다. <br/> <br/>30일(현지시간) 타스 통신과 미 정치 전문 매체 ‘폴리티코’ 등에 따르면 메드베데프 부의장은 이날 ‘러시아 해군의 날’을 맞아 텔레그램 채널에 올린 메시지를 통해 “우크라이나의 공격이 러시아 영토를 점령하는데 성공한다면 핵무기를 사용하는 것 외에 다른 출구는 전혀 없을 것""이라는 취지로 말했다. <br/> <br/>그는 “나토의 지원을 받는 우크라이나 반데로프주의자들의 반격이 러시아 영토를 점령하는데 성공한다고 상상해보라”며 “그렇다면 우리는 푸틴 대통령의 지난 2020년 명령을 따라 핵무기를 사용하는 것 외에 다른 출구는 전혀 없을 것”이라고 말했다. <br/> <br/>메드베데프 부의장이 언급한 ‘반데로프주의자’들은 1930년대와 1940년대에 우크라이나 독립을 위해 테러 등의 폭력적인 방법을 동원하고 나치와도 협력한 우크라이나 극우 민족주의 지도자 스테판 반데라의 추종자들을 일컫는다. 러시아는 우크라이나의 친서방 민족주의 세력을 지칭하는 데 이 용어를 사용하고 있다. <br/> <br/>또 메드베데프 부의장이 언급한 푸틴 대통령의 명령은 2020년 6월 발령된 ‘핵억지력 분야 국가정책 요강’을 지칭한다. <br/> <br/>블라디미르 푸틴 러시아 대통령은 당시 이 대통령령에서 러시아와 동맹국 영토에 대한 적의 핵무기나 다른 대량살상무기 사용, 러시아의 핵보복 능력을 상실케 할 주요 국가 및 군사 시설에 대한 타격, 국가 존립 자체를 위협하는 재래식 무기 공격 등의 경우에 핵무기를 사용할 수 있다고 규정했다. <br/> <br/>그러면서 메드베데프는 “따라서 우리의 적(우크라이나 등)은 우리 전사들(의 성공을) 빌어야 한다”며 “러시아군이 전 세계 핵무기에 불이 붙지 않게 하고 있기 때문”이라고 밝혔다. <br/> <br/>한편 지난 2008년~2012년 푸틴 대통령이 총리로 물러났을 당시 대통령직을 맡기도 했을 만큼 푸틴 대통령의 최측근 인사 중 한명으로 꼽히는 메드베데프 부의장이 우크라이나와 서방을 위협하기 위해 ‘핵무기’ 카드를 꺼낸 것은 이번이 처음이 아니다. <br/> <br/>그는 바그너 그룹 수장 예브게니 프리고진이 반란을 시도했을 당시 해당 반란이 핵전쟁으로 이어질 수도 있다고 언급했으며, 이전에는 “미국인들이 1945년 히로시마와 나가사키 등 일본의 2개 도시에 핵무기를 떨어뜨린 것처럼 (우크라이나 전쟁도) 몇 일만에 막을 내릴 수도 있다”고 말한 바 있다."
99,"냉방비 5000만원 지원 기관에 보내
글로벌 패션 브랜드 유니클로(UNIQLO)가 독거 노인의 냉방비와 함께 기능성 의류를 지원한다. <br/> <br/><br/> 유니클로는 중앙노인돌봄지원기관인 독거노인종합지원센터에 냉방비 지원을 위한 현금 5000만 원과 3000만 원 상당의 기능성 의류를 전달한다고 31일 밝혔다. 이번 기부는 홀로 사는 노인의 건강하고 안전한 여름나기를 지원하기 위해 센터와 유니클로가 함께 진행하는 ‘착한바람 캠페인’의 일환이다. <br/> <br/><br/> 유니클로가 지원한 5000만 원은 혼자 사는 노인 가정의 여름철 전기 요금 지원에 사용될 예정이다. 추가로 유니클로의 대표 접촉 냉감 기능성 의류인 에어리즘 2000장이 독거 노인에게 전달된다. <br/> <br/><br/> 유니클로 관계자는 “폭염으로 취약 계층의 냉방비 부담이 가중되고 있는 가운데 이번 지원을 통해 어르신들이 시원한 여름을 보내는데 보탬이 되길 바란다”며 “앞으로도 유니클로는 지역 사회의 일원으로서 우리 주변에 소외된 이웃들을 돕기 위해 계속해서 노력할 것”이라고 말했다. <br/> <br/><br/> 한편, 유니클로는 2015년 5월 독거노인종합지원센터와 후원협약을 맺고, 도움이 필요한 고령자를 위해 물품과 금전적 지원을 이어오고 있다. 유니클로는 지금까지 약 29억 원 상당의 기부금과 제품을 센터 측에 전달했으며 앞으로도 지속적인 협력 관계를 이어나갈 예정이다."
100,"문화체육관광부 등이 주최하고 한국콘텐츠진흥원이 주관하는 '2023년 하반기 이달의 우수게임' 참가사를 다음달 17일까지 모집합니다. <br/><br/>'이달의 우수게임'은 국내 우수게임에 대한 시상과 홍보 지원을 통해 게임 창작을 활성화하고 제작 의욕을 고취시키기 위한 사업으로, <br/><br/>1997년부터 오랜 기간 진행되면서 PC 패키지 게임, 온라인 게임, 모바일 게임 등 시대별 달라지는 트렌드와 인기 게임을 파악할 수 있어 한국게임시장의 변화와 흐름을 엿볼 수 있는 척도로 자리 잡았습니다. <br/><br/>이번 하반기에는 기획 우수성, 디자인, 사업성, 수익성, 콘텐츠 경쟁력 등을 기준으로 일반게임, 기능성게임, 인디게임 부문에서 총 8개 작품을 선정할 계획으로 전해졌습니다.<최한성(hsforyj@obs.co.kr)>"
101,"광주은행이 다음 달 25일까지 여름 휴가철을 맞아 ‘2023 SUMMER 환전 페스티벌’ 이벤트를 펼친다. <br/> <br/>미국달러(USD)와 일본엔화(JPY), 유럽유로화(EUR)를 최대 80%, 중국위안화(CNY)를 최대 40%까지 환율 우대해 준다. <br/> <br/>한도는 미화 1000달라, 엔화 10만엔, 유로화 1000유로, 위안화 1만위안까지 신청할 수 있다. <br/> <br/>이벤트 참여 과정에서 상품 서비스 안내에 동의하면, '꽝 없는 모바일 행운의 복권'도 준다. <br/> <br/>당첨 순위에 따라 백화점 상품권 100만원(1명), 50만원(1명), 광주은행 기프트카드 5만원(10명), 스타벅스 기프티콘 5000원(200명), 환율 우대쿠폰(상기 경품 미당첨 고객) 등을 제공한다. <br/> <br/>호남취재본부 박진형 기자 bless4ya@asiae.co.kr"
102,"그룹 뉴진스(New Jeans)와 엔시티 드림(NCT DREAM)이 한터차트에서 눈부신 성과를 거뒀다. <br/> <br/>세계 유일의 실시간 음악차트인 한터차트는 오늘(31일) 오전 10시, 2023년 7월 5주 차 주간차트를 발표했다. 이에 따르면 뉴진스와 엔시티 드림이 1위 자리에 올랐다. <br/> <br/>미니 2집 'Get Up'으로 돌아온 뉴진스가 7월 5주 월드차트 1위의 자리를 차지했다. 월드차트는 음반, 음원, 인증, SNS, 미디어 등 케이팝 아티스트의 글로벌 데이터를 바탕으로 집계, 발표되는 한터차트의 종합차트다. 뉴진스의 월드 지수는 2만1314.58점으로, 월드차트의 5개 부문 중 음반과 음원 부문에서 만점에 가까운 높은 점수를 기록하며 글로벌 팬덤의 화력을 드러냈다. 뉴진스에 이어 엔시티 드림이 월드 지수 1만6277.99점으로 2위, 트레저가 월드 지수 1만2139.88점으로 3에 안착했다. <br/> <br/>뉴진스의 1위 행보는 주간 음반차트에서도 계속됐다. 지난 24일부터 30일까지 집계된 주간 음반차트에서 'Get Up'은 음반 지수 55만9793.50점 (판매량 47만3757장)을 기록했다. 'Get Up'은 직전 앨범인 'New Jeans' 초동 판매량의 2배 이상을 뛰어넘으며 뉴진스의 커리어 하이 앨범으로 자리잡았다. <br/> <br/>주간 음반차트 2위는 트레저의 'REBOOT'로, 음반 지수 26만6462.00점 (판매량 22만8897장)을 기록했다. 3위는 셔누X형원의 'THE UNSEEN'이 차지하며 음반 지수 10만8425.66점 (판매량 9만929장)을 기록했다 <br/> <br/>한편, 주간 인증차트에서는 엔시티 드림이 1위였다. 'ISTJ'는 지난 한 주간 홍콩 지역에서 가장 높은 인증률을 보였다. 그 외에도 태국, 싱가포르, 프랑스, 캐나다 등 다양한 대륙과 지역에서 엔시티 드림의 앨범을 인증했다. 엔시티 드림의 글로벌 인기를 체감할 수 있는 대목이다. 인증차트에서는 엔시티 드림에 이어 엑소가 2위, 오드아이써클이 3위에 올랐다. <br/> <br/>한터차트의 7월 5주 차 주간 차트 집계 기간은 지난 24일부터 30일까지다. 월드차트는 케이팝 아티스트의 글로벌 데이터를 바탕으로 발표되고, 음반차트 순위는 전 세계 음반 판매량을 바탕으로 한 음반 지수를 기준으로 발표된다. 인증차트는 해외 팬들의 정품 앨범 인증량을 기준으로 한다. <br/> <br/>각 앨범 차트 성적 및 판매량에 대한 더 자세한 내용은 모바일 '후즈팬(Whosfan)' 앱과 한터차트 홈페이지를 통해 확인할 수 있다. <br/> <br/>slee_star@fnnews.com 이설 기자 사진=한터차트"
103,"경기도 제공
폭염 대비 비타민, 미네랄 등 면역증강제 25t 지원 <br/>안개 분무 시설, 정수시설, 환풍기, 냉난방기, 차열 페인트 등 시설 장비 지원 <br/> <br/> <br/> <br/>[파이낸셜뉴스 의정부=노진균 기자] 여름철 폭염에 따른 가축 폐사 등 축산 농가 피해 예방을 위해 경기도가 올해 총 사업비 393억원을 투입한다. <br/> <br/>31일 경기도에 따르면 지난 2018년 기록적 폭염으로 대규모 가축 피해 발생 이후 양돈, 가금 농가를 대상으로 폭염대비 면역증강제, 냉난방기, 환풍기, 차열페인트 등을 지원했다. 이처럼 폭염으로 인한 가축 피해 최소화에 노력한 결과 2018년 134만 2천두였던 피해 규모가 2022년 10만 3천두로 급격히 감소했다. <br/> <br/>도는 올해도 취약 농가 2000개소에 폭염대비 면역증강제 25t을 지원하고 축종별 안개 분무 시설, 정수시설, 환풍기, 냉난방기, 차열 페인트 등 시설 장비를 지원할 계획이다. <br/> <br/>또, 가축 폐사 등 피해 발생 시 축산재해 긴급 지원으로 폐사 가축의 신속한 처리로 2차 환경오염 등을 예방하고, 보험 제도를 활용한 경영지원 확대를 위해 가축재해보험 가입지원 총사업비 33억 원을 이번 추경에 증액 신청했다. <br/> <br/>더불어 여름철 송풍 팬 가동, 지붕 물 뿌리기, 차광막 설치, 소량씩 잦은 사료 공급과 사료 조 청소, 신선한 물 공급, 농장 안과 밖의 정기적 소독 실시 등 폭염 대응 가축 관리 행동 요령을 배포하는 등 피해 최소화를 위해 총력을 기울이고 있다. <br/> <br/>이강영 경기도 축산정책과장은 ""더위에 취약한 닭·오리에 대해 비타민C, 미네랄, 칼슘 등 면역증강제 급여로 고온에 의한 스트레스를 감소시켜 줄 필요가 있으며, 피해 발생하면 빠르게 복귀될 수 있도록 축산농가에 가축재해보험 가입을 당부드린다""라고 말했다."
104,"푸틴 대통령(오른쪽)과 메드베데프 국가안보회의 부의장 [epa 연합뉴스 자료사진. 재판매 및 DB 금지]
[파이낸셜뉴스] <br/>‘푸틴의 입’으로도 불리며 블라디미르 푸틴 러시아 대통령의 최측근 인사로 통하는 드미트리 메드베데프 국가안보회의 부의장이 또다시 ‘핵무기’ 카드를 꺼내들며 우크라이나와 서방을 위협했다. <br/> <br/>30일(현지시간) 타스 통신과 미 정치 전문 매체 ‘폴리티코’ 등에 따르면 메드베데프 부의장은 이날 ‘러시아 해군의 날’을 맞아 텔레그램 채널에 올린 메시지를 통해 “우크라이나의 공격이 러시아 영토를 점령하는데 성공한다면 핵무기를 사용하는 것 외에 다른 출구는 전혀 없을 것""이라는 취지로 말했다. <br/> <br/>그는 “나토의 지원을 받는 우크라이나 반데로프주의자들의 반격이 러시아 영토를 점령하는데 성공한다고 상상해보라”며 “그렇다면 우리는 푸틴 대통령의 지난 2020년 명령을 따라 핵무기를 사용하는 것 외에 다른 출구는 전혀 없을 것”이라고 말했다. <br/> <br/>메드베데프 부의장이 언급한 ‘반데로프주의자’들은 1930년대와 1940년대에 우크라이나 독립을 위해 테러 등의 폭력적인 방법을 동원하고 나치와도 협력한 우크라이나 극우 민족주의 지도자 스테판 반데라의 추종자들을 일컫는다. 러시아는 우크라이나의 친서방 민족주의 세력을 지칭하는 데 이 용어를 사용하고 있다. <br/> <br/>또 메드베데프 부의장이 언급한 푸틴 대통령의 명령은 2020년 6월 발령된 ‘핵억지력 분야 국가정책 요강’을 지칭한다. <br/> <br/>블라디미르 푸틴 러시아 대통령은 당시 이 대통령령에서 러시아와 동맹국 영토에 대한 적의 핵무기나 다른 대량살상무기 사용, 러시아의 핵보복 능력을 상실케 할 주요 국가 및 군사 시설에 대한 타격, 국가 존립 자체를 위협하는 재래식 무기 공격 등의 경우에 핵무기를 사용할 수 있다고 규정했다. <br/> <br/>그러면서 메드베데프는 “따라서 우리의 적(우크라이나 등)은 우리 전사들(의 성공을) 빌어야 한다”며 “러시아군이 전 세계 핵무기에 불이 붙지 않게 하고 있기 때문”이라고 밝혔다. <br/> <br/>한편 지난 2008년~2012년 푸틴 대통령이 총리로 물러났을 당시 대통령직을 맡기도 했을 만큼 푸틴 대통령의 최측근 인사 중 한명으로 꼽히는 메드베데프 부의장이 우크라이나와 서방을 위협하기 위해 ‘핵무기’ 카드를 꺼낸 것은 이번이 처음이 아니다. <br/> <br/>그는 바그너 그룹 수장 예브게니 프리고진이 반란을 시도했을 당시 해당 반란이 핵전쟁으로 이어질 수도 있다고 언급했으며, 이전에는 “미국인들이 1945년 히로시마와 나가사키 등 일본의 2개 도시에 핵무기를 떨어뜨린 것처럼 (우크라이나 전쟁도) 몇 일만에 막을 내릴 수도 있다”고 말한 바 있다."
105,"냉방비 5000만원 지원 기관에 보내
글로벌 패션 브랜드 유니클로(UNIQLO)가 독거 노인의 냉방비와 함께 기능성 의류를 지원한다. <br/> <br/><br/> 유니클로는 중앙노인돌봄지원기관인 독거노인종합지원센터에 냉방비 지원을 위한 현금 5000만 원과 3000만 원 상당의 기능성 의류를 전달한다고 31일 밝혔다. 이번 기부는 홀로 사는 노인의 건강하고 안전한 여름나기를 지원하기 위해 센터와 유니클로가 함께 진행하는 ‘착한바람 캠페인’의 일환이다. <br/> <br/><br/> 유니클로가 지원한 5000만 원은 혼자 사는 노인 가정의 여름철 전기 요금 지원에 사용될 예정이다. 추가로 유니클로의 대표 접촉 냉감 기능성 의류인 에어리즘 2000장이 독거 노인에게 전달된다. <br/> <br/><br/> 유니클로 관계자는 “폭염으로 취약 계층의 냉방비 부담이 가중되고 있는 가운데 이번 지원을 통해 어르신들이 시원한 여름을 보내는데 보탬이 되길 바란다”며 “앞으로도 유니클로는 지역 사회의 일원으로서 우리 주변에 소외된 이웃들을 돕기 위해 계속해서 노력할 것”이라고 말했다. <br/> <br/><br/> 한편, 유니클로는 2015년 5월 독거노인종합지원센터와 후원협약을 맺고, 도움이 필요한 고령자를 위해 물품과 금전적 지원을 이어오고 있다. 유니클로는 지금까지 약 29억 원 상당의 기부금과 제품을 센터 측에 전달했으며 앞으로도 지속적인 협력 관계를 이어나갈 예정이다."
