,content
239,배우 채정안이 31일 오후 서울 마포구 상암 MBC 골든마우스홀에서 진행된 시사교양 '빈집살래 시즌3-수리수리 마을수리' 제작발표회 참석해 포즈를 취하고 있다. <br/><br/> <br/> 한윤종 기자 hyj0709@segye.com
240,"bhc그룹 대학생 봉사단이 지난 22일 경기도 성남시 탄천 일대에서 수해 복구 활동을 진행하고 있다.
[파이낸셜뉴스] <br/>bhc 그룹의 대학생 봉사단체인 '해바라기 봉사단'이 지난 집중호우 시기 범람한 탄천 일대에서 수해복구와 환경정화 활동을 전개했다. <br/> <br/>7월 31일 bhc에 따르면 해바라기 봉사단 7기 2조 봉사단원은 지난 22일 경기도 성남시 수정구에 위치한 가천대역과 복정역 사이 인근 탄천 일대에서 수해복구 활동을 펼쳤다. <br/> <br/>이날 봉사단원들은 오전 일찍 탄천을 방문해 하천 범람으로 인해 산책로 주변에 쌓인 부유물 확인 등 현장 점검을 시작으로 봉사활동을 전개했다. 이어 산책로를 따라 준비해 간 청소 물품으로 쓰레기를 줍고 잔가지 제거 등 산책로 원상 복구와 주변 환경정화 활동을 진행했다. <br/> <br/>지난 2017년 발족한 해바라기 봉사단은 현재 7기가 활동하고 있다. 올 상반기 동안 시작장애인을 위한 도서제작, 소외계층 돕기 마라톤 대회 자원봉사, 농가 일손 돕기, 수질 보전 활동, 치매예방 봉사활동 등 다양한 곳에서 활동을 펼쳤다. 이번 봉사를 시작으로 올 하반기 활동을 시작한 7기 봉사단원들은 오는 12월까지 도움이 필요한 이웃을 찾아갈 예정이다. <br/> <br/>bhc치킨 관계자는 “무더위 속에서도 시민의 안전과 생태계 보호를 위해 현장에서 구슬땀을 흘린 봉사단원들에게 감사드리며 이번 봉사활동이 함께하는 사회적 가치를 이해하는 데 도움이 되었을 것”이라고 전했다."
241,"매출은 867억…11.2% 상승
아프리카TV(067160)는 올 2분기 연결 기준 매출 867억 원, 영업이익 236억 원을 기록했다고 31일 밝혔다. 전년 동기 대비 각각 11.2%, 1.9% 증가했다. <br/> <br/><br/> 아프리카TV는 올 2분기에는 플랫폼 매출과 광고 매출이 전년 동기 대비 고루 성장하며 실적 상승을 견인했다고 설명했다. <br/> <br/><br/> 플랫폼 매출은 전 분기 대비 7.8% 성장했고 콘텐츠형 광고 매출이 전 분기 대비 118% 크게 늘며 전체 광고 매출이 전 분기 대비 74.6% 증가했다. <br/> <br/><br/> 회사 측은 올 상반기 유저들의 활동을 기반으로 콘텐츠를 추천하는 개인화 서비스 ‘마이(MY)+’를 출시하는 등 플랫폼 편의성을 강화했다고 설명했다. 또 당구 전문 기업 파이브앤식스(Five&Six) 인수, ‘호치민 3쿠션 월드컵’ 독점 생중계, 유·청소년 축구 대회 ‘i리그’의 주요 경기 제작, 대한유소년야구연맹과 대한야구위원회가 주관하는 대회 생중계 등 생활?유소년 스포츠 생태계 확대에도 힘썼다. <br/> <br/><br/> 하반기에는 올해 7월 인수한 디지털 마케팅사 CTTD와 함께 광고 사업 역량 강화에 나설 계획이다. 아울 유저들이 직접 다양한 확장 프로그램을 적용시킬 수 있도록 오픈 API 경진대회를 열어 플랫폼 서비스 고도화를 이어가는 한편, 숏폼 비디오 서비스 ‘캐치(Catch)’를 통한 VOD 콘텐츠 강화, 독점 지적재산권(IP)을 통한 시그니처 콘텐츠와 오리지널 콘텐츠 등 유저들이 즐길 수 있는 다양한 볼거리를 확대할 예정이다. <br/> <br/><br/> 정찬용 아프리카TV 대표는 “베트남, 태국, 인도네시아 등 동남아시아를 중심으로 한 현지 파트너십을 강화해 글로벌 스탠더드 플랫폼으로의 진화를 위한 해외 시장 공략에도 적극 나서겠다”고 말했다."
242,"취임 이후 처음으로 미국을 방문한 조르자 멜로니 이탈리아 총리가 자국 국기가 가진 의미를 묻는 질문에 대답을 하지 못해 논란이 되고 있다.<br/><br/>27일(현지시간) 멜로니 총리는 백악관 방문에 앞서 워싱턴 국회의사당을 찾아 케빈 매카시 하원의장과 척 슈머 민주당 상원 원내대표, 미치 매코널 공화당 상원 원내대표 등을 만났다. <br/><br/>이들은 기념 촬영을 위해 나란히 섰는데, 슈머 원내대표가 자신의 오른쪽에 선 멜로니 총리에게 ""이탈리아 국기는 왜 삼색이냐""며 그 의미를 물었다.<br/><br/>그런데 멜로니 총리는 잠시 주저하더니 ""아, 네, 네, 네. 어떤 이유 때문이죠. 여러 가지 이유가 있습니다""라며 즉답을 피했다. 이에 대해 이탈리아 통신사 라프레세는 ""슈머 상원 원내대표가 확답을 듣지 못한 채 대화는 그걸로 끝이 났다""고 전했다. 갑작스러운 질문이었다는 점을 감안해도, 한 나라의 총리가 외교 무대에서 자국의 상징물에 대해 제대로된 설명을 하지 못했다는 사실이 알려지며 큰 화제가 됐다.<br/><br/>이탈리아 언론 매체 '팬페이지'는 ""이탈리아 국기의 삼색은 자유·평등·박애를 뜻한다""며 ""이처럼 간단명료하게 답할 수 있는 질문에 왜 '여러 가지 이유가 있다'고 말했는지 의문""이라고 지적했다. 이어 ""총리실 공식 홈페이지에도 국기의 기원에 대해 자세히 소개해놨다""며 ""항상 애국심을 강조해온 멜로니 총리가 정작 국기의 의미에 관한 질문에는 말문이 막힌 모습을 보였다""고 비판했다.<br/><br/> <br/> <br/>한편 이탈리아 정부 홈페이지에는 지난 1월 국기의 날을 맞아 멜로니 총리 이름으로 낸 성명이 게시돼 있다. 이 성명에는 ""헌법에 명시된 이탈리아 국기는 국가 통합을 상징하고, 자유·연대·평등이라는 건국 가치를 나타내며, 이탈리아의 특별하고 보편적으로 인정되는 역사적, 문화적 유산과 정체성을 상징한다""고 적혀 있다.<br/><br/>지난해 10월 취임한 멜로니는 이탈리아 최초의 여성 총리이자, 2차 세계대전 당시 독재자였던 베니토 무솔리니 이후 100년만에 처음으로 극우 정부를 탄생시킨 지도자로 평가된다.<br/><br/>YTN 서미량 (tjalfid@ytn.co.kr)<br/><br/>[퀴즈 이벤트] 매주 550명에게 커피 쿠폰을 드려요 〉<br/>대한민국 24시간 뉴스 채널 [YTN LIVE] 보기 〉<br/>뉴스 속 생생한 현장 스케치 [뉴스케치] 보기 〉"
243,"영동축제관광재단이 개최하는 제1회 전국 유소년 풋살페스타 홍보 포스터.
[충청투데이 이진규 기자] 영동축제관광재단은 ‘제1회 영동포도축제 전국 유소년 풋살페스타’를 개최한다고 31일 밝혔다. <br/><br/>대회는 영동포도축제 기간인 8월 26일부터 27일까지 양일간 영동군민운동장에서 진행된다. <br/><br/>기존 연계된 포도마라톤대회를 대신해 관광객들을 체류할 수 있도록 진행하는 풋살대회는 지역 경제 활성화를 위한 새로운 방안이다. <br/><br/>재단은 대회 기간 동안 어린이와 부모님이 함께 할 수 있는 다양한 이벤트도 마련해 즐거운 추억을 선사할 수 있도록 준비했다. <br/><br/>참가는 8월 11일까지 영동축제관광재단 홈페지를 통해 신청할 수 있다. <br/><br/>참가 대상은 초등학생 각 학년별로 총 60팀을 신청받는다. <br/><br/>단, 1학년과 2학년은 통합으로 신청받는다. <br/><br/>시상금은 지역 경제 활성화를 위해 영동사랑 상품권으로 전액 지급된다. <br/><br/>축제관광재단은 풋살이 최근 큰 인기를 끌고 있는 만큼 유소년 풋살페스타를 통해 젊고 활동적인 군의 축제 관광 이미지를 부각시킨다는 전략이다. <br/><br/>김영민 팀장은 “영동포도축제와 유소년 풋살페스타를 성공적으로 개최하기 위해 두 이벤트를 연계했다”며 “두 행사가 맞물려 시너지 효과를 극대해 전국적으로 영동을 알릴 수 있는 기회를 만들겠다”고 했다. <br/><br/>한편 자세한 사항은 영동축제관광재단에 문의하면 된다. <br/><br/>이진규 기자 kong2902@cctoday.co.kr"
244,배우 채정안이 31일 오후 서울 마포구 상암 MBC 골든마우스홀에서 진행된 시사교양 '빈집살래 시즌3-수리수리 마을수리' 제작발표회 참석해 포즈를 취하고 있다. <br/><br/> <br/> 한윤종 기자 hyj0709@segye.com
245,"광주광역시 동구가 2년 연속으로 보건복지부 주관 '치매안심마을 우수 선도사업'에 선정됐다. <br/> <br/>이 사업은 치매안심센터를 중심으로 지역사회 내 연계 체계를 강화하고 치매에 대한 인식을 개선할 다양한 서비스를 발굴·제공하는 것을 목표로 한다. <br/> <br/>구는 ‘동구 안에서, 치매愛 희망을 나누다’를 주제로 공모 사업에 선정돼 4000만원의 예산을 확보했다. <br/> <br/>앞으로 치매 인식 개선존, 치매愛 기억프로그램 등을 추진할 계획이다. <br/> <br/>임택 동구청장은 31일 “이번 공모사업 선정으로 선도적인 동구형 치매 안심마을을 구현하는데 탄력을 받게 됐다”고 말했다. <br/> <br/>이어 “치매 인식개선과 치매 친화 환경 조성을 통해 치매 환자와 가족·주민들이 함께 행복하게 살아갈 수 있도록 최선을 다하겠다”고 다짐했다. <br/> <br/>호남취재본부 박진형 기자 bless4ya@asiae.co.kr"
246,"서울시는 마포구 월드컵공원 난지연못 주변의 데크를 둔치와 모래백사장이 펼쳐진 '난지비치(사진)'로 조성했다고 31일 밝혔다. <br/> <br/>난지비치는 난지연못의 노후 데크 일부를 철거해 조성한 600㎡ 규모의 모래사장이다. 월드컵공원 난지연못은 자전거를 타거나 산책하는 이용객이 많아 안전사고가 발생했으나, 위험을 제거하고 시민 편의를 높이기 위해 모래사장으로 조성했다. <br/> <br/>난지연못으로 모래가 유출되는 것을 방지하기 위해 70㎡의 조경석을 쌓은 화단을 구성하고 황금조팝 등 식물 10종을 심었다. <br/> <br/>모래 400톤 가량이 투입됐다. 연못을 배경으로 사진을 촬영할 수 있는 포토존 2곳을 만들었고 8월 말까지 파라솔과 선베드 등도 설치할 예정이다. <br/> <br/>공원 이용객이라면 누구나 무료로 이용할 수 있으나 위생을 고려해 반려견은 출입할 수 없다. <br/> <br/>난지비치에서는 계절별 특성에 맞춰 다양한 프로그램도 선보인다. <br/> <br/>봄·가을에는 난지비치를 맨발로 거닐 수 있는 프로그램, 여름에는 더위를 날려버릴 물놀이 프로그램을 운영한다. <br/> <br/>첫 여름 물놀이 행사인 '더위사냥! 난지비치로 가자∼'는 8월 4∼6일 오전 11시부터 오후 10시까지 열린다. <br/> <br/>바닥분수와 미니풀장, 어린이 미끄럼틀이 마련되고 물풍선 옮기기, 종이배 대회 등 6종 물 운동회를 개최한다. <br/> <br/>10월부터는 맨발 걷기와 아로마테라피 등 공원을 방문하는 시민을 대상으로 한 시범 프로그램이 계획됐으며 추후 계절에 맞는 다채로운 정규 프로그램을 제공할 예정이다. 이용남 서부공원여가센터 소장은 ""난지비치가 시민들에게 힐링을 주는 곳이자 가족, 연인, 친구들과 추억 한 장을 간직할 수 있는 공원의 명소로서 많은 시민들이 이용하길 바란다""고 말했다. <br/> <br/>김대훈 기자 daepun@hankyung.com"
247,"[불스원 제공]
[헤럴드경제=정찬수 시자] 불스원의 프리미엄 차량용 방향제 브랜드 그라스가 최고급 에센셜 오일의 고급스러운 향취를 담은 방향제 ‘그라스 메이에르(사진)’를 출시한다고 31일 밝혔다. <br/> <br/> ‘그라스 메이에르’는 차량 내부 송풍구에 설치해 사용하는 제품으로, 최고급 메탈 소재로 제작됐다. 특히 국내에서 생산한 풀 메탈 하우징은 화학반응을 일으키지 않고, 고급스러운 인테리어 소품 역할을 한다. <br/> <br/> 제품은 푸른 바다에서 부는 시원한 청량함을 담아낸 ‘아쿠아 디 블루’, 작약꽃의 화려하면서도 매혹적인 관능미를 담아낸 ‘피오니 부케’의 두 가지 향으로 출시된다. <br/> <br/> 특히 향 함량 순도 100%로 다른 첨가물이 들어있지 않아 제품 본연의 고급스러운 향을 더 잘 느낄 수 있다. 환경호르몬 8종과 같은 유해성분도 첨가되지 않아 보다 안심하고 사용할 수 있다. <br/> <br/> 불스원 에어케어 담당 이요섭 브랜드 매니저는 “차량 내부 인테리어에 관심을 가지는 소비자가 많아지면서 좋은 향과 디자인을 동시에 잡을 수 있는 디퓨저 제품에 대한 관심이 높다”며 “고급스러운 차량 내부 연출에 적합한 풀 메탈 소재의 디자인과 최고급 향기로 내 차의 품격을 한층 더 높이길 바란다”고 말했다. <br/> <br/><br/> <br/> andy@heraldcorp.com"
248,"SK바이오사이언스 안동L하우스 모습. [SK바이오사이언스 제공]
[헤럴드경제=고재우 기자] SK바이오사이언스는 경북 지역의 어려운 주민들을 돕기 위해 기부금 1억원을 전달했다고 31일 밝혔다. <br/> <br/> SK바이오사이언스는 사회복지공동모금회 경북지회를 통해 자체 백신공장인 안동 L하우스가 위치한 안동 인근 경북 예천·문경 지역에 총 1억 원의 기부금을 기탁했다. 전달된 기부금은 해당 지역의 사회적 약자 지원 및 지역 상생 발전을 위해 쓰일 계획이다. <br/> <br/> 안재용 SK바이오사이언스 사장은 “최근 집중 호우로 농경지가 침수되는 등 경북 지역에 어려움을 겪고 있는 이웃들이 많다는 소식에 조금이라도 도움이 되고자 기부금을 전달하게 됐다”며 “앞으로도 지역민들과 함께 성장하는 기업이 될 수 있도록 사회적 책임을 다할 것”이라고 말했다. <br/> <br/><br/> <br/> ko@heraldcorp.com"
249,"[사진 = 연합뉴스]
가계대출 금리가 다시 반등세로 돌아서면서 서민들의 이자 부담도 재차 커지고 있다. 이런 와중에 이달 28일부터 은행별 전세대출 금리를 한번에 비교할 수 있어 활용해 볼 만 하다. 지금까지는 신규 취급액 기준 은행별 주택담보대출, 신용대출, 마이너스대출 금리 외에 은행별 잔액 기준 예대금리차와 전세대출 금리는 공시 대상이 아니었다.<br/>31일 은행연합회 소비자포털에서 은행의 월별 전세대출 금리 공시에 따르면 지난 6월 전세대출 평균 금리(신규 취급액 기준)가 연 3%대인 은행은 카카오뱅크와 KB국민은행, 케이뱅크, IBK기업은행 4곳이었다.<br/>카카오뱅크가 연 3.61%로 가장 낮았다. 그 뒤를 KB국민은행(연 3.77%), 케이뱅크(3.9%), IBK기업은행(3.98%) 등의 순이었다. 5대 시중은행에서는 KB국민은행에 이어 하나은행(연 4.07%), 우리은행(4.22%), NH농협은행(4.23%), 신한은행(4.45%) 순으로 낮았다.<br/>지방은행 중에서는 부산은행(연 4.56%)이 가장 낮았고, 경남은행이(연 4.83%) 가장 높았다. 공시 대상 은행들 가운데 Sh수협은행이 연 5.67%로 가장 높았다. 전세대출 금리는 주택담보대출, 신용대출과 마찬가지로 기준금리에 가산금리를 더하고 우대금리를 빼서 정한다.<br/>금융권 관계자는 “이제는 전세대출을 새로 받거나 갈아탈 때 신규 취급액 기준 ‘평균 금리’를 참고하면 이자가 더 저렴한 은행으로 옮기는데 유용하다”고 말했다.<br/>한편 가계대출 지표금리인 코픽스(COFIX)가 지난해 11월 기준 4.34%에서 올해 4월 3.44%까지 하락했다가 5월 3.56%, 6월 3.70% 등으로 다시 오름세를 보이고 있다.<br/>문제는 이 같은 대출금리 상승세가 당분간 지속될 가능성이 크다는 점이다.<br/>한국은행이 6개월정도 기준금리를 연 3.50%로 묶어 둔 사이 미국 연방준비제도(연준·Fed)는 지난 25∼26일(현지시간) 열린 연방공개시장위원회(FOMC) 정례회의에서 기준금리 목표 범위를 5.25~5.50%로 0.25% 포인트 인상했다. 한국(3.50%)보다 최대 2.00% 포인트나 높은 역대 최대 수준의 금리 격차다.<br/>더욱이 최근 가계대출이 급증하면서 사실상 마무리된 것으로 여겨졌던 한은의 금리 인상이 재개될 수 있다는 관측까지 나온다. 이 경우 대출금리 추가 인상은 불가피할 것이라는 게 전문가들의 중론이다."
250,"국무총리실 제공
<br/><br/><br/><br/> 한덕수 국무총리가 단장을 맡은 국무조정실 규제혁신추진단이 오는 8월 1일로 출범 1주년을 맞는다. 국무조정실은 31일 보도자료를 통해 ""지난 1년 동안 1027건의 규제를 개선해 약 70조 원의 경제 효과를 거둘 것으로 전망된다""며 추진단의 주요 성과를 소개했다. <br/> <br/> 그간 33명의 장차관급 출신 자문단, 전직 중앙부처 고위 관료 등으로 구성된 실무진이 전체회의 18차례, 간담회(사진) 및 현장방문 561차례 등 규제개선 활동을 했다. 주요 개선 사례로는 △클린사업자 조성사업 보조금 지급 시 업종별 매출액만을 기준으로 하도록 규정 개정 △2시간 걸리던 항만물류 입력시간 10분으로 단축 △알뜰폰 규제 개선 △직업훈련 유연화 등을 꼽았다. <br/> <br/> 국조실은 한 총리를 제외한 대부분 인원이 현역이 아닌 전직이라면서 ""중앙부처 1~2급 공무원 18명, 3~4급 공무원 46명, 지자체 고위공무원 4명, 간부급 공무원 2명 등으로 구성돼 총 공직 경험이 약 2300년에 이른다""고 설명했다. <br/> <br/> 최근에는 공개경재채용을 통해 정보통신기술(ICT) 등 신산업, 환경, 중소벤처 등 각 분야 규제 전문성을 가진 전직 공무원 15명을 충원했다고 밝혔다. <br/> <br/> 국조실은 ""지난해 6월 추진단원 최초 채용 시 저조한 경쟁률을 감안할 때 이번에는 총 60명이 지원하는 등 높은 경쟁률(4 대 1)을 보였다""며 ""과감한 개선방안이 실제 규제개선으로 이어지면서 느끼는 보람과 성취감이 입소문을 탄 결과""라고 언급했다. <br/> <br/> 추진단은 '과제선정 오디션'을 통해 선정된 전문위원이 프로젝트 매니저(PM)로 팀을 구성해 직접 규제개선 과제를 수행하고, 한 총리에게 소관 과제를 직접 보고하는 방식 등으로 규제개선 속도를 높였다고 설명했다. <br/> <br/> 국조실은 출범 2년차 과제로 △외국인규제 정비 △공유숙박 제도 개선 △게임산업 활성화 △공공 소프트웨어 규제개선 △국제관광 수지 개선을 위한 규제 완화 △지방대 경쟁력 강화 △각종 영향평가 합리화 △초고령 사회·지방소멸 대응 △신의료기술평가 제도 개선 등을 진행할 계획이라고 밝혔다."
251,"중국 스타트업 니오 공장
- 국무원, 10개 분야에 대한 민간기업 의견 수렴 <br/>- 미국 시장정보 업체 ""8월 중 추가 소비 진작책 필요"" <br/> <br/> <br/> <br/> <br/>【베이징=정지우 특파원】중국 정부가 민간 기업의 활동을 방해하는 요소들에 대한 의견 수렴에 나섰다. 경기 부양책을 펼치면서도 당과 정부의 일방적·제한적 정책만 제시하던 기존 입장의 변화를 의미하는 것인지 주목된다. 미국 시장정보업체는 중국 당국이 조만간 추가 소비 진작책을 내놓을 것으로 전망했다. <br/> <br/>31일 홍콩 사우스차이나모닝포스트(SCMP)에 따르면 중국 국무원은 민간 분야 경제 구축 과정에서 당국이 문제와 도전을 해결할 수 있는 10개 분야에 대한 여론을 모집하고 있다. <br/> <br/>국무원이 제시한 10개 분야는 레드 테이프(관료제적 형식주의 또는 문서주의), 시장 진입 문턱, 공정 경쟁, 지방정부의 보호주의, 채무 불이행, 금융과 법적 지원, 지식재산권 등이다. <br/> <br/>중국 인민대 자오시쥔 교수는 “국영 기업과 정책 입안자들을 연결하는 중앙과 지방 수준의 국영 자산 감독·관리 위원회는 있지만 민간 분야에는 그러한 체계가 없다”면서 “정부는 풀뿌리들의 어려움을 직접적으로 처리할 수 있도록 그들에 닿기 위해 다른 채널을 통할 것”이라고 주장했다. <br/> <br/>민간 기업들은 전반적인 비즈니스 환경, 국영 기업들의 역할, 자원 배분과 정부의 지원, 외환 통제 완화 등에 대해 주로 우려하는 것으로 알려졌다. <br/> <br/>피치 아시아태평양지역(APAC) 왕잉 애널리스트는 이달 보고서에서 중국 당국의 민간 분야 지원 약속이 재계의 신뢰를 높일 수 있다 면서도 경제 성장과 투자 관련 정책의 영향은 해당 정책이 구체적으로 어떻게 실행되느냐에 달려 있다고 지적했다. <br/> <br/>피터슨국제경제연구소(PIIE)에 따르면 시가총액 기준 중국 100대 상장사에서 국영 기업의 비중은 지난해 말 57.2%에서 올해 상반기 61%로 증가했다. 반면 국유 지분이 10% 미만인 민간 기업의 비중은 2019년 말 이후 처음으로 40% 아래로 떨어졌다. <br/> <br/>한편 미국 시장정보업체 ‘차이나베이지북’은 중국 소비자들이 이번 달 여행·식음료업을 제외한 대부분 분야의 소비를 줄이면서 주요 산업 부문의 매출 성장세가 둔화하고 있다고 평가했다. <br/> <br/>소매판매의 급격한 둔화 속에 이번 달 거의 모든 주요 산업 부문의 매출·이윤이 전월 대비 감소했으며, 여행·식음료업 매출 증가는 ‘보복 소비’ 덕분이라는 게 이 업체 설명이다. <br/> <br/>다만 차이나베이지북은 이번 달 중국의 재정 활동이 증가한 것에 주목했다. 이는 추가 부양책을 기대하는 투자자들에게 강세장 신호라고 차이나베이지북은 해석했다. <br/> <br/>차이나베이지북은 “지속적인 경기 회복 기대감에 소비가 부정적 요인으로 작용하고 있다”면서 “부양책이 시장을 구하려면 8월 중 나와야 할 것”이라고 제안했다."
252,"SKB 내정된 박진효 후임으로 내정
SK쉴더스가 홍원표(63·사진) 전 삼성SDS 사장을 신임 대표로 내정했다. <br/> <br/><br/> <br/> <br/> 31일 정보기술(IT) 업계에 따르면 SK쉴더스는 최근까지 회사를 이끈 박진효 대표의 후임으로 홍 전 사장을 내정했다. 8월 말 주주총회를 거쳐 그의 선임안을 의결할 예정이다. 홍 내정자는 이에 앞서 8월 초부터 회사에 출근해 실질적인 업무를 시작할 것으로 알려졌다. <br/> <br/><br/> 홍 내정자는 인공지능(AI) 등 IT 신기술을 두루 아우르는 역량을 갖춘 전문가로 평가받는다. 홍 내정자는 삼성전자 부사장과 사장을 거쳐 2015년부터 2021년까지 삼성SDS 대표를 지내며 삼성SDS에서 AI 서비스 ‘브리티’, 데이터 분석 플랫폼 ‘브라이틱스’ 등을 선보였다. 그의 임기 당시 삼성SDS는 역대 최고 실적을 올리기도 했다. 지난해 고려대 석좌교수로 임용돼 석·박사 학생들의 연구, 진로지도, 다양한 자문 역할도 해왔다. <br/> <br/><br/> 이번 인사 결정에는 최근 SK쉴더스 지분 인수를 마무리한 EQT파트너스의 입김이 미친 것으로 알려졌다. EQT파트너스는 지분 68%로 SK쉴더스 1대 주주로 올라섰다. SK스퀘어는 지분 32%로 2대 주주가 됐다. <br/> <br/><br/> SK쉴더스 관계자는 “절차(주주총회)가 아직 남은 만큼 홍 대표 선임은 아직 확정된 바 없다”고 말했다."
253,"학산농협 박광수 조합장(가운데)과 직원들이 상호금융대상평가에서 전국농협 그룹별(L1) 1위를 달성하고 기념촬영하고 있다.
전화금융사기 예방 감사장 수여 <br/><br/>충북 영동 학산농협은 농협중앙회가 실시한 2분기 상호금융대상평가에서 전국농협 그룹별(L1) 1위를 달성했다고 31일 밝혔다. <br/><br/>상호금융대상평가는 전국농협을 대상으로 경영관리, 건전성, 수익성 등 재무관리와 이용고객에 대한 기반성, 성장성, 학습 등 신용사업 전반에 걸쳐 사업성과를 평가해 우수 농ㆍ축협을 선정하는 상호금융부문 최고의 시상 제도다. <br/><br/>학산농협은 전 임직원이 혼연일체가 돼 농용자재 적기 공급, 농산물유통 활성화, 계통간 소통, 상생협력으로 함께하는 조직문화 창출 등 내실있는 경영과 적극적인 사업추진으로 작지만 강한 농협을 만들기 위해 노력하고 있다. <br/><br/>이어 지난 2019~2023년 연속 상호금융대상평가 우수사무소, 2022년 전화금융사기 예방 우수사무소와 고객만족도 우수사무소, 2023년 상반기 서민금융추진 우수와 클린뱅크 ‘금’등급 수상 등 조합원과 고객을 위한 편익사업 추진에 최선을 다하고 있다. <br/><br/>또 학산농협은 지난 7월 6일 사이버경찰청을 사칭한 보이스피싱 조직에게 속아 현금을 인출하려는 고객을 인근 파출소에 신속하게 신고해 피해를 사전에 예방했다. 담장직원은 영동경찰서로부터 전화금융사기 예방 감사장을 수여 받았다. <br/><br/>박광수 조합장은 “여러가지 어려운 여건 속에서도 최고의 농협을 만들겠다는 전 임직원의 열정과 노력으로 좋은 결과를 가져왔다”며 “앞으로도 디지털농업, 유통,금융 경쟁력 강화, 농업인 영농지원역량 확충은 물론 조합원 소득증대와 실익지원에 최선을 다 하겠다”고 말했다./영동=손동균기자"
254,"임병수 소장서장이 구급대원 6명에게 브레인ㆍ트라우마 세이버 인증서를 수여하고 기념촬영하고 있다. 왼쪽부터 서혜민(소방사), 이지연(소방장), 고은정(소방위) 임병수(소방서장), 이정은(소방서) 이소정(〃) 강성규(〃).
충북 영동소방서는 구급현장에서 신속한 전문 응급처치로 중증 응급환자의 생명보호에 기여한 구급대원 6명에게 브레인ㆍ트라우마 세이버 인증서를 수여했다고 31일 밝혔다. <br/><br/>브레인ㆍ트라우마 세이버는 급성뇌졸증, 중증외상 등 응급환자의 생명을 구한 이들에게 수여하는 인증제도로 구급대원들에게 명예로운 상일뿐만 아니라 일반인의 응급처치 시행률을 높이는 데도 큰 역할을 하고 있다. <br/><br/>이날 인증서를 받은 주인공들은 △브레인세이버 이지연(영동119안전센터) 소방장, 서혜민(황간119안전센터) 소방사 △트라우마세이버 고은정(영동119안전센터) 소방위, 이정은(〃)ㆍ이소정(〃)ㆍ강성규(〃) 소방사 등의 구급대원이다. <br/><br/>특히 이지연ㆍ서혜민 구급대원은 지난해 11월 영동읍 부용리에서 119신고를 받고 출동해 뇌졸중질환 증상을 빠르게 인지한 뒤 신속한 응급처치와 빠른 병원 이송으로 뇌 기능 손상 골든타임을 지켜 소중한 생명을 지켜냈다. <br/><br/>영동소방서는 영동ㆍ황간ㆍ학산119안전센터와 지역대에 응급구조사 1급, 간호사 등 전문 자격을 갖춘 구급대원 54명, 심정지 환자 소생을 위한 AED(자동심장충격기) 등 구급장비를 갖추고 지역주민들의 귀중한 생명을 지키기 위해 최선의 노력을 다 하고 있다. <br/><br/>임병수 소방서장은 “투철한 사명감과 신속한 대처로 지역주민의 안전을 위해 언제나 최선을 다하는 구급대원들에게 감사의 마음을 전한다”며 “앞으로도 중증응급환자의 생명 보호에 최선을 다해주길 바란다”고 말했다./영동=손동균기자"
255,"1회 영동포도축제 전국 유소년 풋살페스타 포스터.
충북 영동축제관광재단은 오는 8월 26~27일까지 이틀간 ‘1회 영동포도축제 전국 유소년 풋살페스타’를 개최한다고 31일 밝혔다. <br/><br/>재단은 오는 8월 24~27일까지 열리는 영동포도축제 기간 연계행사로 진행됐던 포도마라톤대회를 취소하고 체류형 관광객 유치와 지역경제 활성화를 위한 새로운 방안으로 전국 유소년 풋살페스타를 개최하기로 했다. <br/><br/>참가 대상은 전국 초등학생이며 5개 부문(1ㆍ2학년 통합) 60여 개 팀을 신청 받는다. <br/><br/>오는 26일 학년별 4개 팀이 한 조로 예선리그를 진행하고 27일 포도조(예선리그 1ㆍ2위 팀) 국악조(예선리그 3ㆍ4위 팀)로 나눠 본선을 진행한다. <br/><br/>시상금은 영동사랑 상품권으로 전액 지급되며 영동군을 찾은 선수단과 학부모로 지역경제에 큰 보탬이 될 것으로 기대된다. <br/><br/>대회 기간 어린이와 부모들이 함께 할 수 있는 다양한 이벤트도 마련해 영동군에서 즐거운 추억을 선사할 수 있도록 준비했다. <br/><br/>재단은 풋살이 최근 큰 인기를 끌고 있는 만큼 유소년풋살페스타를 개최해 젊고 활동적인 영동군의 축제 관광 이미지를 부각시킨다는 전략이다. <br/><br/>재단 관계자는 “2023 영동포도축제와 유소년풋살페스타를 성곡적으로 개최하기 위해 두 행사를 연계했다”며 “두 행사가 어우러져 시너지 효과를 극대화할 수 있도록 노력하겠다”고 말했다. <br/><br/>참가는 영동축제관광재단 홈페이지(https://yd21.go.kr/ydft/)를 통해 오는 8월 11일까지 신청할 수 있다./영동=손동균기자"
