,content
177,"대전시가 지역의 새로운 명물이 될 보문산 케이블카·전망타워의 민간사업자 공모를 시작했다고 31일 밝혔다. <br/> <br/>보문산 케이블카·전망타워 조성사업은 대전오월드와 대전 대사지구를 케이블카로 연결해 보문산권 전역을 관광할 수 있도록 만드는 사업이다. <br/> <br/>사업 공모 기간은 31일부터 10월 30일까지이고 전문가로 구성된 선정심의위원회가 우선협상자를 선정한다. <br/> <br/>케이블카는 총 연장 3~3.5㎞에 자동순환식으로 운영된다. 오월드~대사지구를 잇는 것을 전제로 하되 민간 사업자가 내놓는 제안을 바탕으로 세부 노선을 결정한다. <br/> <br/>노선 중간에 정거장은 2~3개, 사람이 탑승하는 케빈은 60여개를 설치한다. 케빈과 전망타워 모두 ‘과학도시 대전’의 상징성을 담아 우주선이나 인공위성 등의 형태로 제작할 예정이다. <br/> <br/>총 사업비는 1500억원 정도가 소요될 것으로 추정된다. 민간 사업자가 사업부지 확보 금액과 시설조성비 등을 부담하게 된다. <br/> <br/>공유재산 및 물품관리법에 따라 사업자는 준공과 동시에 각 시설과 사업 부지를 기부채납하고, 시에게 무상사용·수익허가를 받아 최대 20년까지 운영한다. <br/> <br/>시는 2025년 도시계획공동위원회 심의, 환경영향평가 등을 거쳐 2026년 케이블카 및 전망타워 착공에 들어갈 계획이다. <br/> <br/>케이블카 및 전망타워에 이어 추진되는 워터파크·숙박시설 조성사업은 대전관광공사가 주관한다. 이들 사업에 대한 민간사업자 공모는 내년 상반기 시작되며 늦어도 6~7월에는 진행할 예정이라고 시는 설명했다. <br/> <br/>노기수 대전시 문화관광국장은 “광역지자체인 대전은 시민 145만명이라는 배후수요가 있다. 특히 대전오월드의 연평균 방문객이 120만명에 달해 케이블카와 전망대에 대한 사업성이 충분하다”며 “사업이 순조롭게 진행된다면 민선 8기 내에 착공이 가능할 것”이라고 말했다. <br/> <br/>그러면서 “새로운 즐길 거리를 제공하고 관광 여건을 개선해 보문산 일대를 체류형 관광단지로 만들겠다”며 “시민들의 다양한 의견을 수렴하는 한편 환경훼손을 최소화할 수 있도록 각 사업을 추진할 계획”이라고 강했다. <br/> <br/>대전=전희진 기자 heejin@kmib.co.kr"
178,"국립부경대학교(총장 장영수)는 스마트헬스케어학부 의공학IT융합전공 학부생 성영호 학생(3학년)의 논문이 SCIE급 국제 학술지 에 실렸다고 31일 밝혔다. <br/> <br/> 성영호 학생은 논문 ‘Automated classification of clay suspension using acoustic sensing combined with convolutional neural network’(지도교수 임해균)를 이 학술지에 주저자로 최근 게재했다. <br/> <br/> 은 광물학(Mineralogy) 분야 저널인용보고서(JCR) 상위 10%, 피인용지수(IF) 4.8인 세계적 권위의 학술지다. <br/> <br/> 성영호 학생은 울산대 건설환경공학부 원종묵 교수팀과 공동으로 진행한 연구에서 초음파 신호와 합성곱 신경망(CNN)을 이용해 점토 입자를 분류하는 자동화 시스템을 개발한 연구성과를 이 논문에 밝혔다. <br/> <br/> 점토는 광산 폐기물에서 흔히 발견되는데, 점토 입자의 효과적인 처리와 안정적인 폐기물 관리가 중요한 문제다. 특히 디워터링(dewatering) 과정에서 점토 입자를 지속적으로 모니터링하는 것이 필수적인데, 이번 연구에서 개발한 자동화 시스템은 이 문제를 해결하고 앞으로 잠재적인 활용 가능성을 제시한 것으로 평가받는다. <br/> <br/> 임해균 지도교수는 “이번 연구는 인공지능과 기술을 실제 현장에 적용해 초음파 기반 음향 측정과 인공지능을 결합한 기술의 활용 가능성을 제시했다. 앞으로의 연구를 통해 인공지능과 초음파 기술이 더욱 발전할 것으로 기대한다.”라고 밝혔다."
179,"bhc그룹 대학생 봉사단이 지난 22일 경기도 성남시 탄천 일대에서 수해 복구 활동을 진행하고 있다.
[파이낸셜뉴스] <br/>bhc 그룹의 대학생 봉사단체인 '해바라기 봉사단'이 지난 집중호우 시기 범람한 탄천 일대에서 수해복구와 환경정화 활동을 전개했다. <br/> <br/>7월 31일 bhc에 따르면 해바라기 봉사단 7기 2조 봉사단원은 지난 22일 경기도 성남시 수정구에 위치한 가천대역과 복정역 사이 인근 탄천 일대에서 수해복구 활동을 펼쳤다. <br/> <br/>이날 봉사단원들은 오전 일찍 탄천을 방문해 하천 범람으로 인해 산책로 주변에 쌓인 부유물 확인 등 현장 점검을 시작으로 봉사활동을 전개했다. 이어 산책로를 따라 준비해 간 청소 물품으로 쓰레기를 줍고 잔가지 제거 등 산책로 원상 복구와 주변 환경정화 활동을 진행했다. <br/> <br/>지난 2017년 발족한 해바라기 봉사단은 현재 7기가 활동하고 있다. 올 상반기 동안 시작장애인을 위한 도서제작, 소외계층 돕기 마라톤 대회 자원봉사, 농가 일손 돕기, 수질 보전 활동, 치매예방 봉사활동 등 다양한 곳에서 활동을 펼쳤다. 이번 봉사를 시작으로 올 하반기 활동을 시작한 7기 봉사단원들은 오는 12월까지 도움이 필요한 이웃을 찾아갈 예정이다. <br/> <br/>bhc치킨 관계자는 “무더위 속에서도 시민의 안전과 생태계 보호를 위해 현장에서 구슬땀을 흘린 봉사단원들에게 감사드리며 이번 봉사활동이 함께하는 사회적 가치를 이해하는 데 도움이 되었을 것”이라고 전했다."
180,"특색있는 제17회 거제섬꽃축제 무대공연과 세부 시행계획 자문을 위한 2차 회의가 7월 27일 거제시농업기술센터에서 개최됐다. 정석원 부시장을 위원장으로 각계의 전문가들로 구성된 자문위원회는 3시간에 가까운 시간 동안 거제섬꽃축제의 나아갈 방향에 대한 논의를 진행했다. <br/> <br/> 이번 회의에서는 경상남도 문화관광 대표축제의 위상에 맞는 수준 높은 무대공연을 위해 열린 공모를 통해 기대감 있는 무대연출을 제시한 업체를 선정했다. <br/> <br/> 또, 다양한 전시회의 구성을 위해 이전의 거제시 관내 동호인 전시회 수준이던 문화전시 분야를 외부 예술가를 유입해 이원화하자는 의견도 있었다. <br/> <br/> 그 외에도 행사장소와 한정된 예산의 범위를 벗어나, 거제섬꽃축제를 계기로 거제도 전체를 알릴 방안과 타 부서 프로그램 연계 방안 제시, 산재한 문화재를 함께 활용한 교육적인 프로그램 운영방안도 제시됐다. <br/> <br/> 한편 장마가 지난 무더위에 본격적인 축제 준비에 돌입한 거제시농업개발원에서는 노동자들의 많은 땀방울로 가을꽃과 국화를 키워내고 있다."
181,"거제시(시장 박종우)는 지난 31일, 주거비 지원을 통해 청년들의 안정적인 주거 기반을 마련하는 2023년 「거제시 청년 월세 지원사업」의 3차 참여자를 모집한다고 밝혔다. <br/> <br/> 거제시는 지난 1~2차 모집을 통해 「거제시 청년 월세 지원사업」의 참여 청년 48명을 최종 선정했으며, 선정된 청년은 10개월(2~11월)간 월 최대 15만 원의 임차료(연 최대 150만 원)를 지원받게 된다. <br/> <br/> 신청 자격은 공고일 기준 거제시에 주민등록을 두고 있고 부모님과 별도 거주하는 19~39세 이하 무주택 청년 세대주이며, 임차보증금 1억 원 이하 및 월 임차료 60만 원 이하 주택에 거주하고 가구소득이 기준중위소득 60% 초과 150% 이하인 조건을 모두 만족하여야 한다. <br/> <br/> 사업 참여를 희망하는 청년은 8. 11.(금)부터 8. 18.(금)까지 경남바로서비스(www.gyeongnam.go.kr/baro) 또는 거제시청 일자리창출과로 신청서류를 제출하면 되고, 신청자 중 가구 소득인정액이 낮은 순으로 19명의 청년이 3차 참여자로 최종 선정될 예정이다. <br/> <br/> 그 외 자세한 내용은 거제시청 홈페이지 고시/공고에 게재된 공고문을 참고하거나 거제시청 일자리창출과(☎055-639-4103)로 문의하면 된다."
182,"거제시보건소(소장 이종훈)는 집중 호우 및 폭염 등으로 감염병 발생위험이 증가함에 따라 여름철 집중 방역소독에 나선다. <br/> <br/> 위생 해충 및 감염병 발생 우려에 하수구, 하천, 재래시장, 공원, 풀숲, 유아숲체험원, 관광지 주변 등 방역취약지에 매개체 감염병 발생 감소 및 쾌적한 환경을 위해 집중 방역소독을 실시할 예정이다. <br/> <br/> 또한, 8월 7일부터 11일까지 5일간 면·동 방역소독사업 실태 점검도 실시한다. 방역소독 추진 현황 파악 및 애로사항 청취 등을 통해 지역별 특성에 따라 보건소와 면·동의 체계적인 방역시스템을 운영할 방침이다. <br/> <br/> 김영실 감염관리과장은 “여름철 집중 방역 실시 및 신속 방역기동반을 운영하여 방역민원을 신속하게 처리하고, 매개체를 통한 감염병 발생을 최소화하여 시민들의 건강 보호에 최선을 다하겠다”고 전했다."
183,"한샘 직원들이 2023년 지속가능경영보고서를 살펴보고 있다. 한샘 제공.
[파이낸셜뉴스] <br/> <br/> <br/> <br/>한샘이 오는 2050년 탄소중립 달성에 도전한다. <br/> <br/>7월31일 업계에 따르면 한샘은 ESG(환경·사회·지배구조) 경영 현황과 성과, 향후 로드맵을 담은 ‘2023년 한샘 지속가능경영보고서’를 발간했다. 한샘은 지난 2020년부터 4년 연속으로 지속가능경영보고서를 발간하며 ESG 경영을 강화해 나가고 있다. <br/> <br/>한샘은 이번 지속가능경영보고서에서 기후변화 대응 강화에 대한 의지를 밝혔다. 먼저 오는 2025년까지 환경경영 시스템을 완성하고, 2050년까지 ‘탄소중립(Net Zero·넷제로)’을 달성하는 목표를 공개했다. <br/> <br/>특히 한샘은 올해 지속가능경영보고서에 기후변화 관련 재무공개 협의체(TCFD) 보고서도 수록했다. TCFD는 2015년 주요 20개국(G20) 요청으로 국제결제은행(BIS)과 금융안정위원회(FSB)가 설립한 협의체다. 기업이 기후변화에 따른 리스크 및 기회 요소를 파악하고, 전략 수립 후 재무적 영향까지 수치화된 보고서로 공개할 것을 권고한다. 국내 홈인테리어 기업 중 TCFD 지지 선언과 함께 보고서까지 공개한 것은 한샘이 최초다. <br/> <br/>한샘은 ESG 경영 체계화를 위한 ‘이중 중대성 평가’도 올해 도입했다. 이중 중대성 평가는 기업의 ESG 경영이 환경·사회에 미치는 영향과 환경·사회가 기업에 미치는 영향을 함께 고려해 기업이 중요하게 다룰 ESG 이슈를 선별하는 과정이다. <br/> <br/>사회 분야에서는 인적자원 개발, 안전보건 강화, 동반성장에 집중한다. 지배구조 분야에서는 ESG위원회, 감사위원회 등 이사회 내 7개 소위원회 중심의 투명한 경영체계를 지속해 나갈 계획이다. <br/> <br/>한샘 관계자는 “한샘은 비재무적 영역인 환경·사회공헌 활동 등의 ESG 경영을 재무적 성과와 연결해, ESG 경영이 ‘비용’이 아니라 재무적 실적을 불러올 수 있는 ‘투자’임을 입증하는 기업이 되기 위해 노력할 것”이라며 “지속 가능한 성장 체계를 가지고 있는 ‘투명하고 존경받는 기업’으로 도약하기 위해 전 임직원이 최선을 다할 것”이라고 말했다. <br/> <br/>한편 한샘은 지난해 한국기업지배구조원(KGCS) ESG 경영 평가 결과 2년 연속 ‘A’ 등급을 받았다. 또 다른 평가 기관인 서스틴베스트(SUSTINVEST) 종합평가에서도 내구소비재 및 의류 섹터 내 최고 등급인 ‘AA’를 유지했다."
184,"대구시와 군위군 첨단산업 등 개발 계획 면적은 1천300만평 정도 군위군 면적의 7%, 주변지역 포함해도 30% 넘지 않아
김진열 대구광역시 군위군수가 기자회견을 열고, 대구시와 협의를 통해 내년 1월 토지거래허가구역의 70%를 해제하기로 했다고 발표하고 있다. 군위군 제공
군위군 전체에 지정된 토지거래허가구역이 내년 1월에는 이중 70%가 해제된다. <br/> <br/> 김진열 대구시 군위군수는 31일 군청 대회의실에서 기자회견을 열어 토지거래허가구역 해제와 관련, 대구시와의 협의 결과를 밝혔다. <br/> <br/> 김 군수는 ""지난 28일 홍준표 대구시장과 만나 올해 말 대구시 신공항 연계 개발사업의 위치와 공간계획이 확정되면 내년 1월에는 군위군 전체 면적의 70%에 대해 우선적으로 토지거래허가구역 지정을 해제하기로 했다""고 말했다. <br/> <br/> 그는 ""대구시와 군위군의 첨단산업 유치와 개발 계획은 대략 4천297만5천206㎡(1천300만평)로, 이는 군위군 전체 면적의 7%에 불과하고 주변지역을 포함해도 30% 정도여서 나머지 70%는 해제가 가능하다""고 덧붙였다. <br/> <br/> 그러면서 ""이후 토지거래와 지가동향에 따라 나머지 지역에도 점진적으로 해제하는 것으로 협의했다""고 했다. <br/> <br/> 그는 ""대규모 개발계획에 따른 지가 상승과 투기적 거래를 사전에 차단하려는 대구시 입장이 있었음에도, 재산권 침해 우려 등으로 상실감을 느낀 군위군민의 마음을 헤아려 전격적으로 협의해 준 홍준표 시장에게 감사하다""는 말을 전했다. <br/> <br/> 김 군수는 ""대구시와 군위군은 앞으로도 지역 현안사항에 대해 지속적으로 협의하고 문제를 풀어나가자는데 의견을 같이 했다""고 했다. <br/> <br/> 한편 대구시는 지난 7월 3일 군위군 전역에 대한 대구시의 토지거래허가구역 지정을 고시한 바 있다."
185,"‘정부 근로자휴가지원사업’ 연계 할인 행사 근로자 휴가샵 전용몰 경남 여행상품 할인
여름 휴가철 전국 근로자 경남 여행 50% 할인 포스터. 경남도 제공
본격적인 여름 휴가철을 맞아 경남도와 경남관광재단은 31일부터 정부 추진 ‘근로자휴가지원사업’과 연계해 휴가객 경남 유치를 위한 경남여행상품 할인을 한다. <br/> <br/>경남도 내수활성화 시책으로 근로자휴가지원사업에 참여하는 중소기업 근로자 15만명을 대상으로 전용 온라인 쇼핑몰(베네피아 운영)에서 경남 숙박, 여행상품 등 구매 시 50%할인, 최대 3만원까지 할인한다. <br/> <br/>‘근로자휴가지원사업’은 문체부와 한국관광공사가 국내 여행 활성화를 위해 기업과 함께 근로자의 국내 여행 경비를 지원하는 사업으로 근로자가 20만원을 부담하면 정부와 기업이 각 10만원을 지원한다. <br/> <br/>근로자는 40만원의 여행 적립금으로 전용몰에서 국내 여행상품을 구매, 휴가샵 내 경남 여행상품은 숙박, 여행패키지상품, 교통 등으로 구성돼 있으며 국내 체인호텔과 리조트, 펜션 예약, KTX와 렌터카 등 단일상품 구입이 가능하다. <br/> <br/>또 패키지 전문 여행사에서 구성한 ‘경남도 기차여행’, ‘내 차로 경남 자유여행’ 등 각자의 여행 취향에 맞는 여행패키지 상품도 할인가로 구입 할 수 있다. <br/> <br/>이번 할인은 31일부터 예산 소진 시까지 진행, 자세한 사항은 베네피아 휴가샵 내 경남 여행상품 전용 웹페이지에서 확인할 수 있다. 또 경남 여행상품 전용 웹페이지에서는 경남도가 추천한 여름철 여행지15곳도 확인할 수 있다. <br/> <br/>경남도 추천 여름철 여행지 15곳은 창원 광암해수욕장과 진주 진양호, 통영 비진도, 김해수로왕릉, 밀양 얼음골 케이블카, 거제 명사해수욕장, 양산 내원사 계곡, 의령 자굴산 자연휴양림, 강주 해바라기 마을, 창녕 남지개비리, 고성 상족암군립공원, 남해 송정솔바람해변, 하동 하동송림, 산청 경호강 래프팅, 거창 수승대 등이다. <br/> <br/>김맹숙 경남도 관광진흥과장은 “긴 장마와 무더위에 지친 피서객에게 다양한 관광지와 체험이 준비된 경남 여행을 추천한다”며 “이번 할인행사를 계기로 올여름 휴가 외 바다·산·강·축제 등 다채로운 매력이 가득한 경남을 많이 찾아주길 바란다”고 밝혔다. <br/> <br/>정연두 경남관광재단 사무국장은 “엔데믹 이후 첫 여름 휴가철을 맞아 국내 여행 수요가 급증할 것으로 보고 이번 할인행사를 준비했다”며 “정부의 한국관광 및 내수 활성화 정책과 함께 여름 휴가객 유치를 통해 경남 경제에도 보탬이 될 수 있도록 하겠다”고 말했다. <br/> <br/>창원=강민한 기자 kmh0105@kmib.co.kr"
186,"대전시가 지역의 새로운 명물이 될 보문산 케이블카·전망타워의 민간사업자 공모를 시작했다고 31일 밝혔다. <br/> <br/>보문산 케이블카·전망타워 조성사업은 대전오월드와 대전 대사지구를 케이블카로 연결해 보문산권 전역을 관광할 수 있도록 만드는 사업이다. <br/> <br/>사업 공모 기간은 31일부터 10월 30일까지이고 전문가로 구성된 선정심의위원회가 우선협상자를 선정한다. <br/> <br/>케이블카는 총 연장 3~3.5㎞에 자동순환식으로 운영된다. 오월드~대사지구를 잇는 것을 전제로 하되 민간 사업자가 내놓는 제안을 바탕으로 세부 노선을 결정한다. <br/> <br/>노선 중간에 정거장은 2~3개, 사람이 탑승하는 케빈은 60여개를 설치한다. 케빈과 전망타워 모두 ‘과학도시 대전’의 상징성을 담아 우주선이나 인공위성 등의 형태로 제작할 예정이다. <br/> <br/>총 사업비는 1500억원 정도가 소요될 것으로 추정된다. 민간 사업자가 사업부지 확보 금액과 시설조성비 등을 부담하게 된다. <br/> <br/>공유재산 및 물품관리법에 따라 사업자는 준공과 동시에 각 시설과 사업 부지를 기부채납하고, 시에게 무상사용·수익허가를 받아 최대 20년까지 운영한다. <br/> <br/>시는 2025년 도시계획공동위원회 심의, 환경영향평가 등을 거쳐 2026년 케이블카 및 전망타워 착공에 들어갈 계획이다. <br/> <br/>케이블카 및 전망타워에 이어 추진되는 워터파크·숙박시설 조성사업은 대전관광공사가 주관한다. 이들 사업에 대한 민간사업자 공모는 내년 상반기 시작되며 늦어도 6~7월에는 진행할 예정이라고 시는 설명했다. <br/> <br/>노기수 대전시 문화관광국장은 “광역지자체인 대전은 시민 145만명이라는 배후수요가 있다. 특히 대전오월드의 연평균 방문객이 120만명에 달해 케이블카와 전망대에 대한 사업성이 충분하다”며 “사업이 순조롭게 진행된다면 민선 8기 내에 착공이 가능할 것”이라고 말했다. <br/> <br/>그러면서 “새로운 즐길 거리를 제공하고 관광 여건을 개선해 보문산 일대를 체류형 관광단지로 만들겠다”며 “시민들의 다양한 의견을 수렴하는 한편 환경훼손을 최소화할 수 있도록 각 사업을 추진할 계획”이라고 강했다. <br/> <br/>대전=전희진 기자 heejin@kmib.co.kr"
187,"국립부경대학교(총장 장영수)는 스마트헬스케어학부 의공학IT융합전공 학부생 성영호 학생(3학년)의 논문이 SCIE급 국제 학술지 에 실렸다고 31일 밝혔다. <br/> <br/> 성영호 학생은 논문 ‘Automated classification of clay suspension using acoustic sensing combined with convolutional neural network’(지도교수 임해균)를 이 학술지에 주저자로 최근 게재했다. <br/> <br/> 은 광물학(Mineralogy) 분야 저널인용보고서(JCR) 상위 10%, 피인용지수(IF) 4.8인 세계적 권위의 학술지다. <br/> <br/> 성영호 학생은 울산대 건설환경공학부 원종묵 교수팀과 공동으로 진행한 연구에서 초음파 신호와 합성곱 신경망(CNN)을 이용해 점토 입자를 분류하는 자동화 시스템을 개발한 연구성과를 이 논문에 밝혔다. <br/> <br/> 점토는 광산 폐기물에서 흔히 발견되는데, 점토 입자의 효과적인 처리와 안정적인 폐기물 관리가 중요한 문제다. 특히 디워터링(dewatering) 과정에서 점토 입자를 지속적으로 모니터링하는 것이 필수적인데, 이번 연구에서 개발한 자동화 시스템은 이 문제를 해결하고 앞으로 잠재적인 활용 가능성을 제시한 것으로 평가받는다. <br/> <br/> 임해균 지도교수는 “이번 연구는 인공지능과 기술을 실제 현장에 적용해 초음파 기반 음향 측정과 인공지능을 결합한 기술의 활용 가능성을 제시했다. 앞으로의 연구를 통해 인공지능과 초음파 기술이 더욱 발전할 것으로 기대한다.”라고 밝혔다."
188,"bhc그룹 대학생 봉사단이 지난 22일 경기도 성남시 탄천 일대에서 수해 복구 활동을 진행하고 있다.
[파이낸셜뉴스] <br/>bhc 그룹의 대학생 봉사단체인 '해바라기 봉사단'이 지난 집중호우 시기 범람한 탄천 일대에서 수해복구와 환경정화 활동을 전개했다. <br/> <br/>7월 31일 bhc에 따르면 해바라기 봉사단 7기 2조 봉사단원은 지난 22일 경기도 성남시 수정구에 위치한 가천대역과 복정역 사이 인근 탄천 일대에서 수해복구 활동을 펼쳤다. <br/> <br/>이날 봉사단원들은 오전 일찍 탄천을 방문해 하천 범람으로 인해 산책로 주변에 쌓인 부유물 확인 등 현장 점검을 시작으로 봉사활동을 전개했다. 이어 산책로를 따라 준비해 간 청소 물품으로 쓰레기를 줍고 잔가지 제거 등 산책로 원상 복구와 주변 환경정화 활동을 진행했다. <br/> <br/>지난 2017년 발족한 해바라기 봉사단은 현재 7기가 활동하고 있다. 올 상반기 동안 시작장애인을 위한 도서제작, 소외계층 돕기 마라톤 대회 자원봉사, 농가 일손 돕기, 수질 보전 활동, 치매예방 봉사활동 등 다양한 곳에서 활동을 펼쳤다. 이번 봉사를 시작으로 올 하반기 활동을 시작한 7기 봉사단원들은 오는 12월까지 도움이 필요한 이웃을 찾아갈 예정이다. <br/> <br/>bhc치킨 관계자는 “무더위 속에서도 시민의 안전과 생태계 보호를 위해 현장에서 구슬땀을 흘린 봉사단원들에게 감사드리며 이번 봉사활동이 함께하는 사회적 가치를 이해하는 데 도움이 되었을 것”이라고 전했다."
189,"매출은 867억…11.2% 상승
아프리카TV(067160)는 올 2분기 연결 기준 매출 867억 원, 영업이익 236억 원을 기록했다고 31일 밝혔다. 전년 동기 대비 각각 11.2%, 1.9% 증가했다. <br/> <br/><br/> 아프리카TV는 올 2분기에는 플랫폼 매출과 광고 매출이 전년 동기 대비 고루 성장하며 실적 상승을 견인했다고 설명했다. <br/> <br/><br/> 플랫폼 매출은 전 분기 대비 7.8% 성장했고 콘텐츠형 광고 매출이 전 분기 대비 118% 크게 늘며 전체 광고 매출이 전 분기 대비 74.6% 증가했다. <br/> <br/><br/> 회사 측은 올 상반기 유저들의 활동을 기반으로 콘텐츠를 추천하는 개인화 서비스 ‘마이(MY)+’를 출시하는 등 플랫폼 편의성을 강화했다고 설명했다. 또 당구 전문 기업 파이브앤식스(Five&Six) 인수, ‘호치민 3쿠션 월드컵’ 독점 생중계, 유·청소년 축구 대회 ‘i리그’의 주요 경기 제작, 대한유소년야구연맹과 대한야구위원회가 주관하는 대회 생중계 등 생활?유소년 스포츠 생태계 확대에도 힘썼다. <br/> <br/><br/> 하반기에는 올해 7월 인수한 디지털 마케팅사 CTTD와 함께 광고 사업 역량 강화에 나설 계획이다. 아울 유저들이 직접 다양한 확장 프로그램을 적용시킬 수 있도록 오픈 API 경진대회를 열어 플랫폼 서비스 고도화를 이어가는 한편, 숏폼 비디오 서비스 ‘캐치(Catch)’를 통한 VOD 콘텐츠 강화, 독점 지적재산권(IP)을 통한 시그니처 콘텐츠와 오리지널 콘텐츠 등 유저들이 즐길 수 있는 다양한 볼거리를 확대할 예정이다. <br/> <br/><br/> 정찬용 아프리카TV 대표는 “베트남, 태국, 인도네시아 등 동남아시아를 중심으로 한 현지 파트너십을 강화해 글로벌 스탠더드 플랫폼으로의 진화를 위한 해외 시장 공략에도 적극 나서겠다”고 말했다."
190,"취임 이후 처음으로 미국을 방문한 조르자 멜로니 이탈리아 총리가 자국 국기가 가진 의미를 묻는 질문에 대답을 하지 못해 논란이 되고 있다.<br/><br/>27일(현지시간) 멜로니 총리는 백악관 방문에 앞서 워싱턴 국회의사당을 찾아 케빈 매카시 하원의장과 척 슈머 민주당 상원 원내대표, 미치 매코널 공화당 상원 원내대표 등을 만났다. <br/><br/>이들은 기념 촬영을 위해 나란히 섰는데, 슈머 원내대표가 자신의 오른쪽에 선 멜로니 총리에게 ""이탈리아 국기는 왜 삼색이냐""며 그 의미를 물었다.<br/><br/>그런데 멜로니 총리는 잠시 주저하더니 ""아, 네, 네, 네. 어떤 이유 때문이죠. 여러 가지 이유가 있습니다""라며 즉답을 피했다. 이에 대해 이탈리아 통신사 라프레세는 ""슈머 상원 원내대표가 확답을 듣지 못한 채 대화는 그걸로 끝이 났다""고 전했다. 갑작스러운 질문이었다는 점을 감안해도, 한 나라의 총리가 외교 무대에서 자국의 상징물에 대해 제대로된 설명을 하지 못했다는 사실이 알려지며 큰 화제가 됐다.<br/><br/>이탈리아 언론 매체 '팬페이지'는 ""이탈리아 국기의 삼색은 자유·평등·박애를 뜻한다""며 ""이처럼 간단명료하게 답할 수 있는 질문에 왜 '여러 가지 이유가 있다'고 말했는지 의문""이라고 지적했다. 이어 ""총리실 공식 홈페이지에도 국기의 기원에 대해 자세히 소개해놨다""며 ""항상 애국심을 강조해온 멜로니 총리가 정작 국기의 의미에 관한 질문에는 말문이 막힌 모습을 보였다""고 비판했다.<br/><br/> <br/> <br/>한편 이탈리아 정부 홈페이지에는 지난 1월 국기의 날을 맞아 멜로니 총리 이름으로 낸 성명이 게시돼 있다. 이 성명에는 ""헌법에 명시된 이탈리아 국기는 국가 통합을 상징하고, 자유·연대·평등이라는 건국 가치를 나타내며, 이탈리아의 특별하고 보편적으로 인정되는 역사적, 문화적 유산과 정체성을 상징한다""고 적혀 있다.<br/><br/>지난해 10월 취임한 멜로니는 이탈리아 최초의 여성 총리이자, 2차 세계대전 당시 독재자였던 베니토 무솔리니 이후 100년만에 처음으로 극우 정부를 탄생시킨 지도자로 평가된다.<br/><br/>YTN 서미량 (tjalfid@ytn.co.kr)<br/><br/>[퀴즈 이벤트] 매주 550명에게 커피 쿠폰을 드려요 〉<br/>대한민국 24시간 뉴스 채널 [YTN LIVE] 보기 〉<br/>뉴스 속 생생한 현장 스케치 [뉴스케치] 보기 〉"
191,"영동축제관광재단이 개최하는 제1회 전국 유소년 풋살페스타 홍보 포스터.
[충청투데이 이진규 기자] 영동축제관광재단은 ‘제1회 영동포도축제 전국 유소년 풋살페스타’를 개최한다고 31일 밝혔다. <br/><br/>대회는 영동포도축제 기간인 8월 26일부터 27일까지 양일간 영동군민운동장에서 진행된다. <br/><br/>기존 연계된 포도마라톤대회를 대신해 관광객들을 체류할 수 있도록 진행하는 풋살대회는 지역 경제 활성화를 위한 새로운 방안이다. <br/><br/>재단은 대회 기간 동안 어린이와 부모님이 함께 할 수 있는 다양한 이벤트도 마련해 즐거운 추억을 선사할 수 있도록 준비했다. <br/><br/>참가는 8월 11일까지 영동축제관광재단 홈페지를 통해 신청할 수 있다. <br/><br/>참가 대상은 초등학생 각 학년별로 총 60팀을 신청받는다. <br/><br/>단, 1학년과 2학년은 통합으로 신청받는다. <br/><br/>시상금은 지역 경제 활성화를 위해 영동사랑 상품권으로 전액 지급된다. <br/><br/>축제관광재단은 풋살이 최근 큰 인기를 끌고 있는 만큼 유소년 풋살페스타를 통해 젊고 활동적인 군의 축제 관광 이미지를 부각시킨다는 전략이다. <br/><br/>김영민 팀장은 “영동포도축제와 유소년 풋살페스타를 성공적으로 개최하기 위해 두 이벤트를 연계했다”며 “두 행사가 맞물려 시너지 효과를 극대해 전국적으로 영동을 알릴 수 있는 기회를 만들겠다”고 했다. <br/><br/>한편 자세한 사항은 영동축제관광재단에 문의하면 된다. <br/><br/>이진규 기자 kong2902@cctoday.co.kr"
192,배우 채정안이 31일 오후 서울 마포구 상암 MBC 골든마우스홀에서 진행된 시사교양 '빈집살래 시즌3-수리수리 마을수리' 제작발표회 참석해 포즈를 취하고 있다. <br/><br/> <br/> 한윤종 기자 hyj0709@segye.com
193,"광주광역시 동구가 2년 연속으로 보건복지부 주관 '치매안심마을 우수 선도사업'에 선정됐다. <br/> <br/>이 사업은 치매안심센터를 중심으로 지역사회 내 연계 체계를 강화하고 치매에 대한 인식을 개선할 다양한 서비스를 발굴·제공하는 것을 목표로 한다. <br/> <br/>구는 ‘동구 안에서, 치매愛 희망을 나누다’를 주제로 공모 사업에 선정돼 4000만원의 예산을 확보했다. <br/> <br/>앞으로 치매 인식 개선존, 치매愛 기억프로그램 등을 추진할 계획이다. <br/> <br/>임택 동구청장은 31일 “이번 공모사업 선정으로 선도적인 동구형 치매 안심마을을 구현하는데 탄력을 받게 됐다”고 말했다. <br/> <br/>이어 “치매 인식개선과 치매 친화 환경 조성을 통해 치매 환자와 가족·주민들이 함께 행복하게 살아갈 수 있도록 최선을 다하겠다”고 다짐했다. <br/> <br/>호남취재본부 박진형 기자 bless4ya@asiae.co.kr"
